source,target
haan. jo stress se woh gujre wah insane hai. mujhe lagta hai ki sare actors aur actresses ne fantastic job kiya hai audience aur viewers ko feel karvaya jo ho raha hai.,Yeah. The stress that they must have endured is insane. I think all of the actors and actresses did a fantastic job of having the audience and viewers feel what was going on.
Main bhi yahi samjhta hoon. Jo insight di hai ki woh batman kaise bana woh aankh kholne wali hai. Dekh ke bahut dukh hua ki usne apne parents ko kho diya.,I have to say so. The insight they provide about how he became Batman was eye opening. It was really sad to see him lose his parents like that.
thriller? mi ne socha hi ki ye tho horror movie.,Thriller? I thought it was a horror movie.
"haan muje bhi aise hi lagtha, lekin personally muje facebook itna bhi pasand nahi hein.","Yes I think it could be, although I personally do not like facebook as a company."
"Hello, ye movie interesting lagti hai. kya tum kuch aur review de sakte ho?","Hello, that movie sounds interesting. Could you give a little review?"
"are new scence, sabhi lawsuit jo uske against aate hai uski baat karte hai.","ah new scene, talking about all the lawsuits that came against him."
Maine 18 turn to apne side count ki hai aur tumhare side bhi itni to hongi.,I counted 18 turns on my side and you have at least that many.
agar mera paas aise kuch powers hota tho mein bhi aise hi kartha lol,"Likewise, I kind of wish I had his powers so I could do the same lol"
The wolf of wallstreet,The Wolf of Wallstreet
"king aur queen apni choti beti ko heal karne le jaathe hein, magar uska heal aisa hota ki uski memory thoda change hota hein ki uska badi bahen ko magic karne ka ability use nahi patha chaltha hein","The king and queen take the younger sister to be healed, and the being that heals her also changes her memory so that she doesn't remember her older sister has magical abilities."
"yep, jordan belfort us company ko later start kiya, buddy donnie azof ke saath","Yep, Jordan Belfort later starts a company with his buddy Donnie Azof"
wo kafi bara or uche derje ka kalakar hai,He IS a great and highly skilled actor.
acha? mein is part ko nahi dekha.. muje bas itna yaad hein ki voh dargaya jab voh sabhi bhool jaatha,Oh really? I did not see that part. I remembered he was scared but forgot what the play was about.
tumhe loki ke baare me kaisa laga?,How do you feel about loki?
shuru mein toh muje lag raha tha ki Princess Elsa mein magical powers hein. lekin voh accidentally apni bahen ko hurt kar rahi thi.,"In the beginning, we find that Princess Elsa has magical powers. She accidentally hurts her sister with them, though."
muje pasand nahi hein yar kaise voh embarrasses huva apne coworker ke saath.. aur evan ka character tho bakvas hein.,I don't like how he embarrases his other co worker but at the same time the character Evan was such an ass.
Is moive ka cinemascore A hai. Mujhe se sun kar koi surprise nahi hua. Sabhi actors ne fabulous kaam kiya hai.,The cinemascore for this movie is an A. I'm not surprised at all to hear that. All of the actors did a fabulous job.
"88% aacha ank hai. I vi ayai samajta hu, cinema ka srai ousat hai.","88% is a good score. I think I too, would rate this movie average."
"haan, love tho basically forbidden huva. agar mein dekha hota tho jarur drama kehete","Yes, a love that is basically forbidden. That makes for a drama if I ever did see one!"
first scene explain karta hai kaise kisi ka mind kaam karta hai.,The first scene kind of explains how going in someone's mind works.
"haan bilakul. yah ek klaasik hai, lekin phir bhee bahut hee ekshan aaj ke lie bhee paik hai.","Yes, definitely. It is a classic, but still very action packed even for today."
Han dekhi hai. Kafi funny hai. Carrey kafi hilarious hai aur I love Morgan Freeman.,I have. It's very funny. Carrey is hilarious and I love Morgan Freeman.
RATING ACHHA HAIN KYA?,Are the ratings good?
usne koi awards jeete kya uske liye?,Did he win any awards for it?
bachche ke paas kitane khilaune hain,How many toys does the kid have?
"Sure. Elisa (main character ) creature ko bathtub mein rakhti hai, salts ke saath. Wo out of water zyada der nahi reh sakta.","Sure. Elisa (main character ) keeps the creature in her bathtub, with salts. He cannot survive that long out of water."
yaha bhi wahi. I feel uske begair bhi ho sakta tha. kya aap ko lagta hai uski own movie honi chahiye ?,Same here. I feel as they could've done without her. Do you think she should have her own movie?
is document mein toh nahin kaha gaya. mujhe personally nahin pata.,It does not say on the document. I personally do not know.
kya ye tumhe weird lagta hau ki Avengers ki itni high critc rating hai? jyadatar critics ko superhero movies pasand nahi,Is it weird to you that the avengers has such a high critic rating? most critics dont like super hero movies
Khilone,toys
Tujhe rating sahi laga?,Do you agree with the rating?
Ellen Page,Ellen Page
"haan, very much.main imagine bhi nahin kar sakti ki agar koi mujhe itna abuse kar sakta hai","Yes, very much so. I can't even imagine having all of that abuse done to me."
Tumne ye dekhi hai?,You haven't seen it?
probably R hoga fir,Probably R then.
main character isme creature se baat karne e liye sign language use karte hain.,The main character uses sign language to talk to the creature.
oh wow mujhe Dark knight movie se love ho gaya.aur ye nahi kahta ki isne koi award win kiya or Box office par how much.,Oh wow I loved the dark night movies. And it doesn't say if it's won awards or how much at box office.
"haan yar, muje bhi amphibian ke liye bura laga, jo government laboratory ke liye kaam kar rahi thi",No doubt! I felt bad for the poor amphibian living in a government laboratory however.
es cinema sachmuch kafi majedar thi mai Tom Hanks ki kafi pasan kiya,This movie looks really interesting I like Tom Hanks a lot
mujhe uska character pasand hai. maine apne dog ka wahi naam rakha lol,I like his character. Thats what i named my dog lol
"sahi mein, Pan's Labyrinth ek aisa movie hai jiske liye unhe remember kiya jayega.","Surely, Pan's Labyrinth is one of the movies for what he will be remembered."
Pehle hamein pata chalta hai ke Princess Elsa ke paas magical powers hain. Par apni sister ko accident se hurt kar deti hai woh.,"In the beginning, we find that Princess Elsa has magical powers. She accidentally hurts her sister with them, though."
maine dekha hai. woh bahut interesting hain.,I watched it. It was very interesting.
"Rotten Tomatoes main uska 86% hai, so kaafi accha hai.","It has an 86% on Rotten Tomatoes, so that's pretty good."
hello?,"Hello,"
muje bhi,I have indeed
rated kya tha?,What is it rated?
Movie dekhne ke bad mujhe books padhne me hard lagi.,I find books hard to read after watching the movie.
Main yeh karoongi par kids yahaan nehi hoone chaayae,I would but make sure kids are not around.
"haan, aap?","Yes, are you?"
"team mein, logon ko ""kicks"" set up karna hai ek doosre ko sleep se wake up karne ke liye (kaise mind ke andhar jate hain, main guess karon)","In a team, people have to set up ""kicks"" to wake each other up from sleeping (how they go into a mind, I guess)."
hello,hello
Mei nahi kah sakta ki mei usko blame kar raha hui lol,Can't say I blame her lol
"Ok, bache ke bedroom mein toys animated ho jate hai.interesting laga.","Ok, toys in a kids bedroom that are animated. Sounds interesting."
is film ka rotten tomatoes ka score badhiya hai,This film has a great rotten tomatoes score
Mujhe pata hai ki fire scene horrible tha.,I know the fire scene was horrible.
nahi. Inception tho bahut log bolega ki extractos.,"Nope. Inception is about a group of people called ""extractos"""
koi problem nahi he. me bhi.movie me shark badi real lagi.,No problem. Me too. The shark in the movie looks very real.
"tumhe samajhna padega, ki main character orphaned hai aur river mein mila tha, neck pe wounds ke sath.","You have to realize, that the main character was orphaned and ALSO found in a river, with wounds on her neck."
"haan yar, 8/10 toh right hi hota. Rotten Tomatoes ka review bhi high hota muje pasand hein","I do. 8/10 seems right. The Rotten Tomatoes review seems high, but it's impressive"
"oh, toh voh kids movie nahi hein kya",Oh so not a kids movie.
AAP DEKHE HAI KYA ?,HAVE YOU SEEN IT?
Leonardo DiCaprio aur Joseph Gordon Levitt hain usme,Leonardo DiCaprio and Joseph Gordon Levitt are in it
"Elsa aakhir queen ban hi jati hai, par wo darti hai ke agar logon ko uski powers ke baare mein pata lag gaya to wo usse darenge. Wo castle mein ek party dete hain, aur chhoti sister Anna ek guest ke saath pyar karne lagti hai, joki usko propose karta hai. Elsa use mana karti hai aur sab ke saamne uske powers lose ho jati hain.","Elsa eventually becomes queen, but she's terrified that people will find out about her powers and be afraid of her. They have a castle party, and the younger sister--Anna--falls in love with a visiting dignitary, who proposes to her. Elsa says, ""No"" and loses control of her powers in front of everyone."
Main indeed.,I have indeed
kya ye ek long movie he?,Is it a long movie?
arey jim carrey ne tho kahi bar bombed kiya.. lekin usse movie mein nahi nazar aaya/.,And Jim Carrey has bombed in so many. But he outdid himself in this movie.
"haan, mujhe kuch wierd laga amphibian aur human ke beech mein love scenes! hehe","Yeah, I found it kinda weird to have love scenes between the human and the amphibian! hehe"
Maine bhi enjoy ki . Kya tumhe pata hai Alfred ka role kisne play kiya tha?,I enjoyed it also. Do you know who played Alfred in that one?
Bechari Poor Elsa,Poor Elsa
nahi meme nahi kia. ye kis bare mei hai?,No I haven't. What's it about?
voh tho badiya job kar raha hein,He did a really good job.
"Yeah, mujhe bhi Pan's Labyrinth pasand aaya","Yeah, I liked Pan's Labyrinth too"
"Haan, director ne vaastav mein apane darshakon ko araajakata aur aatank ke saath gher liya. 65 mm movie ne ise vaastavik roop diya.","Yes, the director really surrounded his audience with chaos and horror. The 65MM film gave it a real feel."
Sgt. Gordon ke character ke bare mein kya khayaal hai?,What do you think of the character of Sgt. Gordon?
Hello,Hello
"mujhe nahi lagta ki ye movie 2010 me aayi thi, ye bahut long prateet hota hai.","I did not realize this movie came out in 2010, that seemed so long ago."
thanks,thanks
"Nahin main religious nahin hoon, tho yeh theek hai.",No I'm not religious so I guess I'm ok
mujhe is movie ko dekhne ke liye definitely kuch time nikalna chahiye,"I should take some time to see this movie, definitely."
sally hawkins tho kaafi kuch kiya bina bole,Sally Hawkins said so much without saying anything at all.
"khair, jaise ek vyakti ne ise rakha, yah ek tarah se vudee elan kee tarah mazedaar hai.choonki yah ek klaasik hai, yah theek vaisa nahin ho sakata jaisa aap yaad karate hain. bhale hee sirph hansee ke lie ghadee dekhane laayak ho!","Well, like one person put it, it's funny in a Woody Allen sort of way. Since it's a classic, it might not be exactly as you remember. Might be worth the watch even if just for the laughs!"
wo tha aur uske saath communicate karna bhi kaafi difficult tha.,He was that and also very difficult to communicate with.
voh powder scene tho badi scary hein.. muje yakin hi nahi hota ki voh antidote hein,The powder scene was very scary. I cannot believe they had an antidote.
Are ok.stockbrocker ke tarah uska experience ki tarah bat kara he?,Oh ok. Talks about his experience as a stockbrocker?
bilkul Sappy aur showtune ki tarah?,Sappy and showtune-like?
oh now i see tumne abhi tak nahi kiya he.,Oh now I see you have not yet.
"haan, is movie mein toh nick neh uska trust aur authority nahi develop ki. aur muje guess hein ki voh criminal background mein jarur nahi aayega","Yeah, the movie didn't show Nick developing enough for him to be trusted with that kind of authority. Plus I am guessing that his criminal background wouldn't go well."
aap shuruath dekhi thi?,Hey have you seen the inception?
kya unhone Gotham ko aas paas ki cities se cut off karne ki koshish nahi ki draw bridge ko raise kar ke?,Didn't they try to cut off Gotham from the surrounding cities by raising the draw bridge?
vah bachchon ke pasandeeda hain,He is the kids f arvorite
wo jab dialogue sing karte hai tab mujhe pasand nahi aata,I don't like when they sing the dialogue
haa ye movie hai jo aap bahut baar desh sakate hao.,Yes it is definitely a movie you could watch multiple times..
Bilkul. Kuch log apni personal gain ke liye bure bante hain par doosron ka help karna nahin chahte.,exactly but some would rather be evil for their own personal gain than to help others
aur idk bhi,yeah idk then
Usne bahut acha work kiya hai.,He did a really good job.
tho sean parker ne jo napster ke liye role play kiya tha voh tho apne aap ko persuaded kara aur Facebook ka originally role banaya hein,"and go figure Sean Parker who co founded Napster is in on it with Mark to make Facebook, i guess he is the one who persuaded him to drop the THE as it was called Thefacebook originally"
THO CHARACTER KA NAAM KYA HEIN?,What was the characters name?
muje lagtha hein ki voh innocent tha. aur kuch plot line mein add kiye honge toh voh aur complicated ban saktha aur kids ke liye toh harm ho saktha tha,I think it was innocent enough. Probably too complicated of a plot line to really do any harm to kids.
THO OLIVER STONE NE DIRECTED KIYA KYA?,Wasn't it directed by Oliver Stone?
"okay, sahi lag raha hai.",okay sounds good
"lol, sach hein. isse aur crazier ban jaatha is situation ko","Lol, very true. It sure makes the situation crazier that it should be"
ok....theek hai,Ok...done.
acchi critical praise definitely pradarshan ko check karane ka ek reason hai kyonki ek good overall rating score isko muila hai,well critical praise is definitely a reason to check out a performance as is a good overall rt score
"Haan. Ek hi baat mujhe lagta hai work nahin karti, woh hai Robert JR ka team mein hona. Woh loan wolf type zyada lagta hai.",Yep. The only thing I really didn't think would work is having Robert JR be part of a team. He seems to be more of a lone wolf type.
"main is movie ke bare mein batana chahtha hoon, lekin tum interested nahin ho.","I would love to tell you more about this movie, but you don't seem interested."
namaste!,Hi!
"haan, yah 70 ke dashak mein ek baar dekhane laayak tha!","Yes, that was worth a one time watch back in the 70's!"
kaise hein aajka din?,How are you today?
ha ha,:)
"Mere liye yeh inflated hai, but phir bhi main isse dekhunga","Seemed inflated to me, but I still need to see it"
"nahi yar, aap?","No I havent, have you?"
main bhi nahin but normally woh good movies main he hota hai,me neither but normally he is only in rather good movies
"dusra scene mein, us hrvard ke baare mein hein jo yale, columbia aur stanford se expand huva.. kaafi elite sounds kartha.. lol","another scene came up, i guess this site was just for hrvard but then they expanded to Yale, Columbia, and Stanford... sounds very elite like lol"
kya ye CGI he?,Is it cgi?
Bilkul sahi. Main bhi sochta hoon woh great hai. Woh best Alfred hai. Main Morgan Freeman key baare mein bhi agree karta hoon.,That's right. I thought he was great. He is the best Alfred. I agree about Morgan Freeman as well.
wo amphibian ko study karne ka try kar rahe hai taki wo arms race mein Russian ke upar edge paa sakein.,They are trying to study the amphibian so that they can get an edge over the Russians during the arms race.
to kya wo apne liye fend nahi kar patha? kya wo afraid hai?,"So, he is not able to fend for himself? Is he afraid?"
American black comedy based of memoir same name ka movie he,The movie is an American Black comedy based of a memoir of the same name
Is it weird to you that the avengers has such a high critic rating? most critics dont like super hero movies,Is it weird to you that the avengers has such a high critic rating? most critics dont like super hero movies
mere interest se aapko jarur peak hota hoga,You have peaked my interest for sure.
Ok. Kevin ke koi siblings hain kya?,Ok. Does Kevin have any siblings?
WBU,WBU?
kya ye racial harmony ke bare mein bhi story hai,Is it also a story about racial harmony?
WLLce Shawn toy T-rex hai`,WLLce Shawn is a toy T-rex
robbers Christmas eve ko aaye and were detained by police after going through kelvins house aur uske traps se hit hone ke baad unko realize hau ki wo akela hai but there already in the house and are commited,the robbers came on Christmas eve and were detained by police after going through kelvins house and getting hit by all his traps they realize he is alone but there already in the house and are commited
Tumhara favorite part kaunsa tha?,What was your favorite part?
Kya wo jaan bhuj k abandon karte hai?,Did they abandon him on purpose?
Yeah,yeah
"Han, un dino mein Jim Carrey zyada hilarious tha. Morgan Freeman mere liye hamesha sound of ""God"" rahega","Yes, Jim Carrey was much more hilarious back in the days. Morgan Freeman will always be the sound of ""God"" to me."
"well, muje laga ki voh us trade ka tricks tho jarur sikh liya hoga","Well, I guess he learned many tricks of the trade with the company"
"Hi main sahamat hoon. mainne ise nahin dekha hai, lekin aisa lagata hai ki isakee shaanadaar reviews aur rating hai.","Hi there! I agree. I haven't seen it, but it looks like it has great reviews and ratings."
Phir bhi dubara dekhne layak hai,Still worth watching
Jabki mujhe John Lagend ki awaaz or music bahut pasand aaya,I like John Legend's music and voice though
Beginning to acchi hai,This is a good beginning
Marvel is my jam! Lekin avengers bhi cool hai .:),Marvel is my jam! But the avengers are pretty cool. :)
muje bhi familiar nahi laghta,I am not familiar with any of them either
"hey, Movie me tumhara fav scene kon sa tha?","hey, what was your fav scene of the movie"
"Haan, aur isee tarah mukhy abhineta ko ek gupt auditioning ke baad kaam par rakha gaya tha. casting auditions ke maheenon ko poora karana kitana shaanadaar hoga, aur mukhy bhoomika jeetenge.","Yes, and similarly the lead actor was hired after a secretive auditioning process. How wonderful it would be to finish months of casting auditions, and win the lead role."
LEAD THO LEONARDO DICAPRIO NE PLAY KIYA,The lead is played by Leonardo Dicaprio
mein dekha. muje pasand hein,I have. I loved it.
kya tumne pehle ye movie dekhi hai? maine ye tab dekhi thi jab ye pehle aayi thi,Have you seen this movie before? I have seen this back when it first came out!
"nahi, wo uska track lose kardete hai kyuki bahut saari family christmas k liye aayi thi.",no they had lost track of him since they had multiple family's over for christmas
MAIN JANTHA HOON,i know :)
"ye kafi curious hai, kya tum kuch film scenes describe kar sakte ho?","That is highly curious, could you describe some film scenes?"
"haan yar, voh toh badi hilarious movie hein. aapka favorite character kon hein?","Yes, I have. The movie was hilarious! Who was your favorite character?"
"sabki baat karun to, ye one of my favorite movies hai. main kafi bada movie fan nahi hun par ye wo movie hai jo maine many times rwatch ki.","When it all comes down to it, this is one of my favorite movies. I'm not a big movie fan but this is one I can rewatch many times."
mai sure hu ki ye just hollywood effect tha,Im sure that was just for the hollywood effect
lagta hai Musics & Lyrics,Sounds like Music & Lyrics
hello?,hello?
muje uska naam itna sure nahi hoon,Not sure what the name is though
hi.. kya haal chaal hein?,Hi. How is it going?
"Tumne kabhi inception dekhi hai? Leonardo DiCaprio aur Joseph Gordon Levitt hain usme. If not, you should. Complicated hai par kaafi acchi ha.","Have you ever seeLeonardo DiCaprio and Joseph Gordon Levitt are in itn Inception? If not, you should. It's complicated but very good."
Critics ne certainly film me uske performance ko praise kiya.,Critics certainly praised his performance in this film.
Wo recounts belforts perspective as sotckbroker newyork city me he,It recounts Belforts perspective as stockbroker in New York City
Is tarah ka stuff ek person ko uske life purpose question karne ko mazbur kar deta hai,Stuff like that really makes a person question their purpose in life.
haa. mei jarrur isko phir se dekhata hui. vaha absorb hone ke liye bahut hai.,Yes. I'll definitely be watching it again at some point. There was a lot to absorb.
Dalal,broker
aap nahi dekhe kya?,You haven't seen it?
yah animated hai.,It's animated.
abhee tak vaheen?,still there?
maine La La land ke bare mein acha suna tha lekin IRL dekha nahin haiab tak,"I heard good things about La La Land, but haven't see it IRL yet"
areeh D:,Oh no D:
haha,HAHA
"NAHI, KYA VOH ACHE KIYA?","Np, did he do well?"
"HAAN, KYA ISME ACTION HEIN?","Yes, true. Does it have much action?"
aap ko 15 se zyaada hai,You have over 15.
Maf karna,sorry
Shayad date night pe,Maybe on a date night
movie ka naam kya hai,What is the name of the movie?
Music aur Lyrics ki tarah tha,Sounds like Music & Lyrics
"muje kuch patha nahi ab vaakahi mein mein kya kahun... voh toh bahut long ja raha hein , aur voh silly bhi hein. mein toh return karne vala hoon us hit ko. isse aapka conversation abort hoga magar aapko paid bhi hoga. voh terrible hein yar",I honestly don't know what else to say...... This has been going on way too long and is honestly silly. I'm going to return the HIT. Hopefully you can abort the conversation and still get paid. This is terrible
"yeh sahi baat hai ki rotten tomatoes ki ratings kharab hoti hai usually, isiliye yeh todha surprising hai. Mujhe main theme acchi kagi jaha log judge nahi kiye ja rahe apne rang k liye. ( kam se kam is case species me)","I agree, Rotten Tomatoes usually has horrible ratings so it is a bit surprising. I like the main theme that people can't be judged based on their color (well in this case species)."
woh ek young stockbroker ho sakta hai is movie main,He must be a young stockbroker in the movie?
Mein bhi Steven Spielberg ko bahut like karta hun but who dosen't,I also really like Steven Spielberg but who doesn't.
ye sach hai. Jim Carrey ke career ke liye kafi impressive! I hope tumne Evan Almighty nahi dekhi,True that. Pretty impressive for Jim Carrey's career! I hope you didn't watch Evan Almighty lol
Kya wo realize karte hai k wo chhut gaya aur uske liye wapas aate hai?,Did they realize they lost track of him and come back for him?
Uske baare mein sochne bhar se hi I feel on edge,I feel on edge just thinking about it.
Yah sach bhee hai,This is true too
"Haan keval ek cheej jo mainne nahin socha tha ki kaam karegee, Robert jr ek teem ka hissa hoga. vah ek akela bhediya prakaar adhik prateet hota hai.",Yep. The only thing I really didn't think would work is having Robert JR be part of a team. He seems to be more of a lone wolf type.
ha eyy sahi me aam tor par aachi cinema ki saili hai.,yeah this typically isn't in my genre but nevertheless seems to be a good movie
muje patha hi nahi ki voh novel ke based the,I never knew it was based on a novel.
"interesting lagta he, kya tumhe maloom ke kon se actors isme he?",Sounds interesting do you know which actors are in it?
itna bad nahi tha,not bad though
Mujhe bhi aisa hi lagta hai. Kya hum kar chuke hain? Kya hume kaafi turns submit kar diya?,I think so. Do you think we are done? Have we submitted enough turns?
woody yek horse hein,Woody has a horse
Kiu nehi? Tum ko comedies achcha nehi lagta,Oh?? Why not? Do you not like comedies?
"real people ke tarah, lekin stupid hein yar.. voh important problem ko solve karne ke try mein hein","like real people, just stuipd ones, trying to solve an important problem."
"Is movie mei voice actor bhi Tom Hanks, Tim Allen and Don Rickles ki tarah famous actor hai.","The voice actors in the movies are very famous stars such as Tom Hanks, Tim Allen, and Don Rickles."
haan worth watching hein,may be worth watching!
Wo accha he?,Is it good?
"me samajhta hu ki vok natural causes ke marta hea aur uske liye ek puppy cchod deta he ki uske live zindagi me age badne ka koi reason ho, but kuch log uske home me ghus kar uske dog ko mar dete he","from what I understand she dies of natural causes and leaves him a puppy so he has a reason to go on, but then some people break into his home and kill the dog"
aur ye old days mein tha - jab uske closet neighbor ne uski true identity ko hide kiya tha,And this was in the old days - where her in the closet neighbor had to hide his true identity
"ye intriguing lagta hau, aur wo amphibian lab mein kaise pahuncha?","That sounds intriguing, and how that amphibian got the lab?"
kyunki wo black tha?,Because he was black?
tum chahte ho main dekhta rahun?,you want me to keep looking?
kya mujhe decision lene ke liye kuch aur pata hona chahiye?,Anything else I should know to make a decision?
"main aapakee baat sunata hoon.lekin, shaayad aapako ise ek aur koshish denee chaahie! yah ekshan aur saspens se bharapoor klaasik philm hai. steven spielberg kabhee niraash nahin karate.kya aap aamataur par steevan speelabarg philmen pasand karate hain?","I hear ya. But, maybe you should give it another try! It's a classic movie full of action and suspense. Steven Spielberg never disappoints. Do you typically like Steven Spielberg movies?"
Nahi Kevin ko khud ko burgers se akele hi defend karna pada usne ghar mein jagah jagah booby traps laga diye the which turn out to be very effective,no Kevin has to fend off the burgers himself he places booby traps all around the house which turn out to be very effective
okday,Okay :D
"main Sally Hawkins se zyada familiar nahi hun, lekin Michael Shannon and Richard Jenkins great actors hain!","I am not really familiar with Sally Hawkins, however Michael Shannon and Richard Jenkins are great actors!"
"Same Here, Ye actually me hua tha jisne ise more interesting bana diya",same here it makes it more interesting knowing it actually happened to
"maine Hooseirs kabhi nahi dekhi, kya tum ye kahoge ki Blind Side best sports movie mein se ek hai?","I've never seen Hoosiers, would you say Blind Side is one of the best sports movies ever?"
Love them kya aapko dc or marvel adhik pasand hai?,Love them. Do you like dc or marvel more?
Wo 1980's ka pop cover band baja raha tha..,He was playing in a1980's pop cover band..
"mein maantha hoon, voh toh kuch development showed kiya, kuch gratitude bhi","I agree, he definitely showed some development there, possibly just gratitude."
Kevin kitne saal ka hai?,How old is Kevin?
Snappy our showtune jaisa?,Sappy and showtune-like?
extractors,extractors*
Aap kya isako recommend karenge?,Would you recommend it?
Thik hai. Sounds good,IT SOUNDS GOOD
"Maine bahut suna hai La La Land ke bare mein, lekin abhi tak real life mein dekha nahi","I heard good things about La La Land, but haven't see it IRL yet"
Tera favorite scene kaun sa tha? mujhe wo achha laga jo restaurant mein kar rahe the.,What was your favorite scene? I liked the one while they were doing a gig at a restaurant.
"movie musical hai, Rotten Tomatoes ki 89% ki rating hai, aur Idina Menzel hai usme. wo musical Wicked ke liye famous hai.","The movie is a musical, has a 89% Rotten Tomatoes rating, and stars Idina Menzel. She was made famous for the musical Wicked."
usakee ek premika kaugarl hai jo usaka naam nahin hai,He has a girlfriend cowgirl not sure what her nam eis
Smile karo,:)
Unhone give up kar diya ya ghar ko lootne ka try karte rahe ?,Do they give up or keep trying to rob the house?
Mujhe aisa lagta hai. Bad guys bad banne ke liye kafi hard work karte hain. Us effort ko kuch acche ke liye use kiya ja sakta hai kafi zyada success ke saath,I think so. The bad guys work so harder at being bad. The effort could be used for something good with a lot more success.
"ha mai ant me rone lagi,kya tum isse affect huye","Yes, I was almost in tears by the end. Did it affect you like that too?"
iska stuff tho aise hein ki koi person bhi apne life ka purpose ka question ho saktha hein.,Stuff like that really makes a person question their purpose in life.
marvel movies flop nahi hote lekin mujhe lagta hai uske flop honge,marvel movies dont flop but i feel as if her would flop.
"nahi, lekin me just might.","No, but I just might."
muje bhi,Same
Kya tum is Genre ki movie enjoy karte ho?,do you enjoy this genre of movie?
Same,Same
90 min ke bare mei,about 90 min
Kya tumhe ye movie pehle dekhi hai? maine ise pehle dekha tha jab se first aayi thi.,Have you seen this movie before? I have seen this back when it first came out!
I do. Mujhe wo movies maja deti hai jisme Governments ka Explotation involved ho aur white house involvements.,I do. I enjoy movies that involve exploiting of governments and white house involvements.
"sahi lag raha hai, since Hally mute ki acting kar rahi hai. ye imply karega ki creature bhi kafi smart hai.","That makes perfect sense, since Hally is acting as a mute. That would imply that this creature is quite smart too."
acha wait kar mein iske baare mein kuch suna hein,Oh wait I think I've heard about this
Main use like karta hoon par uske liye bad feel karta hoon. Woh Batma mein key player hai magar baar baar dismiss hota hai.,I like him also but I felt bad for him. He seems to be dismissed often as a key player in Batman
kya aap novel pade the kya?,Have you read the novel?
kaali widow. kisi wajah se uska character pop nahi hua,Black widow. Her character just didn't pop for some reason
"Yes, Bruce almighty meri go-to movies me se ek hai.","Yes, Bruce Almighty is one of my go-to movies."
still there?,still there?
"ok, mi ne socha hi ki mi ne jana hi, bad me. aap compulsory dekho Inception!","Well, I think I'm going to go, then. You should see Inception!"
Marvel mera jam hai ! lekin Avengers bahut ache hain.,Marvel is my jam! But the avengers are pretty cool. :)
muje character names kuch yaad nahi hein lakin fox ka role toh jason bateman ne kiya tha,"I'm not good with character names, but the fox played by jason bateman"
kya movie hai?,What is the movie?
"me sochta hoon voh robotic shark thi, but me sure nahi hoon.","I think it was a robotic shark, but am not sure."
"Kevin ki mom ko tab realise hota hai ko wo chhut gaya jab wo apni destination pe aajate hai, phir wo return flight lene ki koshish karti hai but koi available nahi rahta to wo wapas strangers k sath drive karte huye ati hai",Kevin's mother realizes that he is lost once they arrive at their destination and she trys to get on a flight back home but there are none available so she drives back with strangers
Kya unhone Draw bridge ko raise karke Gotham ko surrounding cities se alag nahin kar diya?,Didn't they try to cut off Gotham from the surrounding cities by raising the draw bridge?
Jazz Pianist mujh excite nahi karte hai.,Jazz Pianist doesn't get me excited
mein toh apni doston ke saath dekha kyon ki uska 2 saal beta ko fir se dekhne ka man kiya,I actually watched it at a friends house because her 2 year old had it on repeat
tom Hanks bahut jayada funny hai.,Tom Hanks was pretty funny.
"lol, sach hein yar, isse tho aur crazier ban jaatha is situation ko","Lol, very true. It sure makes the situation crazier that it should be"
"Kevin chhota baccha hai, uski exact age to nahi batate but 10 saal ka estimate hai",kevin is a young child no exact age is given estimates are he is around 10
Tom Hanks ek great actor hai.,Tom Hanks is a great actor.
yah definitely achchha nahin hai,This definitely is not good :(
Movie kis bare main hai?,What is the movie about ?
"mujhe yakeen nahin hai ki kya main ise ek aur koshish dena chaahoonga ya nahin, lekin phir mujhe eetee pasand aaya.","I'm not sure as to whether I'd like to give it another try or not, but then again I liked ET."
theek hai: d,Okay :D
mei tumko Toy Story ke bare mei batati hui vo bahut great movie hai.,There is this great movie I want to tell you about called Toy Story
"acha, tho voh well mein fell huva tho tons of bats nein swarming ki.. voh initially afraid tha","Oh yeah, he fell in the well and a ton of bats were swarming him. He was initially afraid of t hem."
MOVIE ACHE HEIN,the movie is good
???,???
Han meri bhi wo habit hai. Aur Guillermo del Toro totally wo award deserve karta hai. Uska work hamesha dekhne ke liye acha hota hai!,"Yeah, I have that habit too. And Guillermo del Toro totally deserved that award. His work is always pleasant to watch !"
"Yadi aap religious ho, tho shayad aap ise nehi dekha chahoge.","if you are religious, you would not want to watch it"
"guillermo del toro ne ache movies ko direct kiya, aapka kya khayal hein?",Guillermo del Toro generally directs good movies. Don't you think?
aisa lugta hai,SEEMS SO
Accha toh Bad Guy,Ah SO THE BAD GUY ..
"Duke jisse Anna love karti hai, use monster kehta hai. Elsa door chali jati hai, par kingdom mein hamesha ke liye thand ho jati hai, uske magic ki wajah se.","The Duke, the guy Anna fell for, brands her a monster. Elsa runs away, but the kingdom is left in an eternal winter, due to her magic."
"Ellen Page bhi hai usme, i love her","Even Ellen Page is in it, and I love her."
ye ekdum accha nahin hai!,This definitely is not good :(
Aisa lagta hai ki ye ek 30 year old document hai Jise wo nahi chahte ki people iske baare me jaane,that's what it seems like that it was a 30 year old document that they didn't want people to know about
is wale ka topic kya hai?,What is the topic of this one?
