source,target
mei tumko Toy Story ke bare mei batati hui vo bahut great movie hai.,There is this great movie I want to tell you about called Toy Story
kya police kabhi figure out kar payi ki kevin home alone hai?,Do the police ever figure out that Kevin is home alone?
vo mai tora sa chantit hu muje lagta vah marne ja raha hai,"Uh, yeah. I was a bit weirded out by that. I kind of kept thinking that she was going to die!"
alfred tho aise hero hein jo constantly bruce ko save kartha,"Alfred is such a hero in the movie, constantly saving Bruce"
"ofcourse, God yaani morgan freeman ne apna din ko save kara aur bruce ko bola","And of course, God  (Morgan Freeman) steps in to save the day and tells Bruce what he should do."
Thor lol. Mujhe hamesha comics ka character pasand aaya toh main bahut excited tha dekhne wo movie mein kaise play hua,Thor lol. I've always liked the character in the comics so i was really excited to see it played out in a movie.
ye kabhi specified nahi hai,it is never specified 
mai sahamat hu sare rough part muje mari dsaness se bahar le aye,I agree. All of the rough parts kept bringing me back from my trip of sadness. Haha!
Critics sochte hain Ki movie ne Batman key damaged psyche ko explore kiya hai.Tumhe kya lagta hai?,The critics thought that the movie explored Batman's damaged psyche.  What do you think?
usne  koi awards jeete kya uske liye?,Did he win any awards for it?
"haan muje bhi aise hi lagtha, lekin personally muje facebook itna bhi pasand nahi hein.","Yes I think it could be, although I personally do not like facebook as a company."
Hi. main chahta hun tum Guillermo del Toro ki The Shape of Water check karo.,HI!. I want you to check out The Shape of Water by Guillermo del Toro.
"are new scence, sabhi lawsuit jo uske against aate hai uski baat karte hai.","ah new scene, talking about all the lawsuits that came against him. "
mai sure nahi hu.. aisa lag raha hai ki ye bahut samay se aisa hai par ye ho nahi raha hai,I am not sure.. it seems like it has been awhile but it isnt cutting off
agar mera paas aise kuch powers hota tho mein bhi aise hi kartha lol,"Likewise, I kind of wish I had his powers so I could do the same lol"
acha ab mein chala. aapse chat karne se muje kushi hein,"Ok, let's get this done.  Nice chatting with you either way!  :-)"
voh toh ache shuruvad hein,This is a good beginning
"well, muje laga ki voh us trade ka tricks tho jarur sikh liya hoga","Well, I guess he learned many tricks of the trade with the company"
"vo log tho , logon ka dreams tho collect kar ke dream world bana dega.",they dive into peoples dreams to gather info from the dream world
"muje lagtha ki voh bats ka fear hein jo use opera mein chod detha, jo uske parents ka murdered huva tha",I believe the fear of bats  is what led him to leave the opera where his parents were murdered.
marvel movies flop nhi hoti but i feel as uski movie flop hogi.,marvel movies dont flop but i feel as if her would flop. 
thanks,thanks
nahi muje nahi patha.. lekin mein first matrix ko enjoy kar raha tha lekin donon aapas mein hit kar rahe thei.. dono us place ke liye knocked out kar rahe they,Noooo I didn't know that.  I enjoyed the first Matrix but the other two were trying to hard to be the  hit the first one was.  Saying that I can see why it knocked it out of it's place.
Is moive ka cinemascore A hai. Mujhe se sun kar koi surprise nahi hua. Sabhi actors ne fabulous kaam kiya hai.,The cinemascore for this movie is an A.  I'm not surprised at all to hear that.  All of the actors did a fabulous job.
or ha MerylStreep vi mai biswas karta hu,yeah and Meryl Streep as well I believe
voh ache job portraying kiya mute cleaner ke tarah is film mein. lekin love story tho sad hein,"She did an amazing job portraying a mute cleaner in this film, but the love story was so sad as well."
haan,yes
"haan bilakul. yah ek klaasik hai, lekin phir bhee bahut hee ekshan aaj ke lie bhee paik hai.","Yes, definitely.  It is a classic, but still very action packed even for today."
"acha tho funny, lekin dark funny","oh right. Gotcha. So, funny, but a dark funny."
pichle species stereotypes dekho,LOOK PAST SPECIES STEREOTYPES
wo kafi bara or uche derje ka kalakar hai,He IS a great and highly skilled actor.
theek hai: d,Okay :D
"ye kafi curious hai, kya tum kuch film scenes describe kar sakte ho?","That is highly curious, could you describe some film scenes? "
yaha bhi wahi. I feel uske begair bhi ho sakta tha. kya aap ko lagta hai uski own movie honi chahiye ?,Same here. I feel as they could've done without her. Do you think she should have her own movie?
haan,yes
philm ke baare mein kya hai?,What is the movie about?
muje ye acha laga. Kaash iske upar ek movie baney.,I love that lol. I wish they would make a movie about him
movie ka naam kya hai,What is  the name  of the movie?
Tujhe rating sahi laga?,Do you agree with the rating? 
Ellen Page,Ellen Page
tumhe nahi ki Elisa ka childhood definitely sad tha?,Elisa's childhood was definitely sad don't you think?
"Ok, main sun raha hun","Oh, okay, I am all ears"
mujhe lagtha hai hum dono ko 12 line covo chahiya,I think we both need to have 12 lines of covo
"ye kuch funny hai lekin mere khyal se ye previous movies me kiya gaya tha jaise The Little Mermaid , lekin beshak less visually","Well, it is kind of funny but it was already done in previous movies such as The Little Mermaid I think, but less visually of course."
oh wow mujhe Dark knight movie se love ho gaya.aur ye nahi kahta ki isne koi award win kiya or Box office par how much.,Oh wow I loved the dark night movies. And it doesn't say if it's won awards or how much at box office. 
"haan, love tho basically forbidden huva. agar mein dekha hota tho jarur drama kehete","Yes, a love that is basically forbidden. That makes for a drama if I ever did see one!"
mai biswas rakhta hu,after I believe
Mujhe bhi Ginnefer Goodwin pasand hai,I ALSO LIKE GINNEFER GOODWIN 
mujhe uska character pasand hai. maine apne dog ka wahi naam rakha lol,I like his character. Thats what i named my dog lol
kya tumhe pata hai aur kya karne jai hame is HIT me? mujhe nahin maloom next step kya hai,Do you know what else we are supposed to do for this HIT? I'm not sure what the next step is
"Duke jisse Anna love karti hai, use monster kehta hai. Elsa door chali jati hai, par kingdom mein hamesha ke liye thand ho jati hai, uske magic ki wajah se.","The Duke, the guy Anna fell for, brands her a monster. Elsa runs away, but the kingdom is left in an eternal winter, due to her magic."
aap ko 15 se zyaada hai,You have over 15.
"Rotten Tomatoes main uska 86% hai, so kaafi accha hai.","It has an 86% on Rotten Tomatoes, so that's pretty good."
Tujhe laga ke movie ka plot interesting hai?,Do you think the movie plotis interesting?
hello?,"Hello,"
aap nahi dekhe kya?,You haven't seen it?
rated kya tha?,What is it rated?
Movie dekhne ke bad mujhe books padhne me hard lagi.,I find books hard to read after watching the movie.
"Yadi aap religious ho, tho shayad aap ise nehi dekha chahoge.","if you are religious, you would not want to watch it"
haan. yeh tho sports fan ka hein?,Yes. Are you a sports fan?
first scene explain karta hai kaise kisi ka mind kaam karta hai.,The first scene kind of explains how going in someone's mind works.
"hey, Movie me tumhara  fav scene kon sa tha?","hey, what was your fav scene of the movie"
"Han, un dino mein Jim Carrey zyada hilarious tha. Morgan Freeman mere liye hamesha sound of ""God"" rahega","Yes, Jim Carrey was much more hilarious back in the days.  Morgan Freeman will always be the sound of ""God"" to me."
usme di caprio bhi hai,it has di caprio in it it as well 
koi problem nahi he. me bhi.movie me shark badi real lagi.,No problem.  Me too.  The shark in the movie looks very real.
"oh, toh voh kids movie nahi hein kya",Oh so not a kids movie.
KAISE HAI... HUM ZOOTOPIA KE BARE ME BAAT KARTHE HAIN,hI... WE ARE TALKING ABOUT ZOOTOPIA
movie dono ka acha mix hai lekin main kahunga ki ye more drama hai jisme beech mein thodi good laughs hain,the movie is a good mix of both but i would say it is more of a drama that has a good laugh once in a while 
kya ye ek  long movie he?,Is it a long movie?
movie kis baare me hai?,What is the movie about?
tom Hanks bahut jayada funny hai.,Tom Hanks was pretty funny.
Michael caine ne,Micheal Caine
Han meri bhi wo habit hai. Aur Guillermo del Toro totally wo award deserve karta hai. Uska work hamesha dekhne ke liye acha hota hai!,"Yeah, I have that habit too. And Guillermo del Toro totally deserved that award. His work is always pleasant to watch !"
"Haan, director ne vaastav mein apane darshakon ko araajakata aur aatank ke saath gher liya. 65 mm movie ne ise vaastavik roop diya.","Yes, the director really surrounded his audience with chaos and horror.  The 65MM film gave it a real feel."
Mujhe aisa lagta hai. Bad guys bad banne ke liye kafi hard work karte hain. Us effort ko kuch acche ke liye use kiya ja sakta hai kafi zyada success ke saath,I think so.  The bad guys work so harder at being bad.  The effort could be used for something good with a lot more success.
Hello,Hello
"mujhe nahi lagta ki ye movie 2010 me aayi thi, ye bahut long prateet hota hai.","I did not realize this movie came out in 2010, that seemed so long ago."
namaste!,Hi!
"Raja aur Rani chhoti behen ko heal karane ley jaate hain, aur jo use heal karta hai wo uski memory bhi change kar deta hai taki wo apni sister ki magical abilities ke bare mein bhool jaye.","The king and queen take the younger sister to be healed, and the being that heals her also changes her memory so that she doesn't remember her older sister has magical abilities."
"main Sally Hawkins se zyada familiar nahi hun, lekin Michael Shannon and Richard Jenkins great actors hain!","I am not really familiar with Sally Hawkins, however Michael Shannon  and Richard Jenkins are great actors!"
yeh yek aise movie jo meine dekha lekin thoda unusual love story hein,"This is the only movie I have seen of his, but it was definitely an unusual love story"
Movie ek chhote bacche Kevin k baare me hai jise uski family Christmas Vacation manane jaate hue abandon kar deti hai,the movie is about a young child named Kevin who was abandoned by his family when they went for their Christmas vacation
kyunki wo black tha?,Because he was black?
acha? mein is part ko nahi dekha.. muje bas itna yaad hein ki voh dargaya jab voh sabhi bhool jaatha,Oh really? I did not see that part. I remembered he was scared but forgot what the play  was about.
Dalal,broker
bilkul Sappy aur showtune ki tarah?,Sappy and showtune-like?
oh now i see tumne abhi tak nahi kiya he.,Oh now I see you have not yet.
"mein maantha hoon, voh toh kuch development showed kiya, kuch gratitude bhi","I agree, he definitely showed some development there, possibly just gratitude."
aap shuruath dekhi thi?,Hey have you seen the inception?
Main agree karta hu. Wo thode bahut hi honest logo mein se ek tha sahi kaam ke liye,I agree.  He was one of the few honest people in it for the right reasons.
"yep, jordan belfort us company ko later start kiya, buddy donnie azof ke saath","Yep, Jordan Belfort later  starts a company with his buddy Donnie Azof"
wo jab dialogue sing karte hai tab mujhe pasand nahi aata,I don't like when they sing the dialogue
haa. mei jarrur isko phir se dekhata hui. vaha absorb hone ke liye bahut hai.,Yes. I'll definitely be watching it again at some point. There was a lot to absorb.
Aap Sgt. Gordon ke character ke baare mein kya sochte hain?,What do you think of the character of Sgt. Gordon?
ha eyy sahi me aam tor par aachi cinema ki saili hai.,yeah this typically isn't in my genre but nevertheless seems to be a good movie
Michael Caine ne.,Micheal Caine
tho sean parker ne jo napster ke liye role play kiya tha voh tho apne aap ko persuaded kara aur Facebook ka originally role banaya hein,"and go figure Sean Parker who co founded Napster is in on it with Mark to make Facebook, i guess he is the one who persuaded him to drop the THE  as it was called Thefacebook originally"
"WAIT, LETTERS THO WAAKAHI MEIN SMALL HEIN IS DOCUMENT MEIN","Wait, the letters are very small on the document."
muje patha hein aap kya aap bole,I know what you mean.
THO CHARACTER KA NAAM KYA HEIN?,What was the characters name?
Ek aur exchange dete hain ise.,Let's give it one more exchange.
muje tho uska new powers ka usage bahut pasand aaya jaisa usne us miraculous events ko occur kiya,I like how he uses his new powers to cause such miraculous events to occur at otherwise mundane events'
bathcheeth mita de gai,"The ""finish conversation"" is grayed out."
acchi critical praise definitely  pradarshan ko check  karane ka ek reason hai kyonki ek good overall rating score isko muila hai,well critical praise is definitely a reason to check out a performance as is a good overall rt score
"Haan. Ek hi baat mujhe lagta hai work nahin karti, woh hai Robert JR ka team mein hona. Woh loan wolf type zyada lagta hai.",Yep. The only thing I really didn't think would work is having Robert JR be part of a team. He seems to be more of a lone wolf type.
tumhe scientific movies pasand hai?,Do you like scientific movies?
Usne customers ko dhokha diya.,He deceived customers.
shaayad haasy sookshm hai. mujhe yaad hai ki vaastav mein isamen jyaada haasy dekhane ko nahin mila,"Perhaps the humor is subtle.  I recall not really seeing to much humor in it though, "
mujhe yeh bhi laga ki yeh bohot unfair tha jo bogo ne usse resignation maanga kyu wo abhi nayi thi force me,I also thought it was super unfair of Bogo to request her resignation so quickly. She was still new to the force.
shuru mein toh muje lag raha tha ki Princess Elsa mein magical powers hein. lekin voh accidentally apni bahen ko hurt kar rahi thi.,"In the beginning, we find that Princess Elsa has magical powers. She accidentally hurts her sister with them, though."
"Mere liye yeh inflated hai, but phir bhi main isse dekhunga","Seemed inflated to me, but I still need to see it"
hi! kya aap Blindside with sandra bullock ko dekha?,Hi! Have you seen the Blindside with Sandra Bullock?
woody yek horse hein,Woody has a horse 
"dusra scene mein, us hrvard ke baare mein hein jo yale, columbia aur stanford se expand huva.. kaafi elite sounds kartha.. lol","another scene came up, i guess this site was just for hrvard but then they expanded to Yale, Columbia, and Stanford... sounds very elite like lol"
kya ye CGI he?,Is it cgi?
Maine Morgan Freeman ko bhi enjoy kiya  but woh apne sab hi works mein amazing hai.,I enjoyed Morgan Freeman also but he is amazing in all of his work.
"amphibian Amazon River mein capture hua tha, aur study karne ke liye lab mein laya gaya","The amphibian was captured in the Amazon River, and brought to the lab to study"
Us time ke president nixon the,The president during that time was Nixon
Wo recounts belforts perspective as sotckbroker newyork city me he,It recounts Belforts perspective as stockbroker in New York City
Is it weird to you that the avengers has such a high critic rating? most critics dont like super hero movies,Is it weird to you that the avengers has such a high critic rating? most critics dont like super hero movies
mere interest se aapko jarur peak hota hoga,You have peaked my interest for sure.
Us time pe kon president tha mujhe nai pata.,who was president at the time I wonder?
WBU,WBU?
ye adoptivemother ka bond  aur underprivileged kid ki adversity ko overcome karne ki ability bhi dikhata hai.,It is also one that shows the bond of the adoptive mother and the ability for an underprivileged kid to overcome adversity.  
Ye 1995 Mei bani hai and full length computer animated film hai.,It was made in 1995 and was one of the first full length  computer animated films.
Just a moment. Mujhe document read karna padega.,Just a moment. I have to read the document.
is document mein toh nahin kaha gaya. mujhe personally nahin pata.,It does not say on the document.  I personally do not know.
"Oh, thik hai. Jya wo apne liye thoda bhi fend karne mein able tha?","Oh, ok. Is he able to fend for himself at all?"
"haan, yah 70 ke dashak mein ek baar dekhane laayak tha!","Yes, that was worth a one time watch back in the 70's!"
kya tumne pehle ye movie dekhi hai? maine ye tab dekhi thi jab ye pehle aayi thi,Have you seen this movie before?  I have seen this back when it first came out!
"company, people ko scams kar dethe",The company scams people
"Hi main sahamat hoon. mainne ise nahin dekha hai, lekin aisa lagata hai ki isakee shaanadaar reviews aur rating hai.","Hi there! I agree. I haven't seen it, but it looks like it has great reviews and ratings."
kya movie hai?,What is the movie?
Jabki mujhe John Lagend ki awaaz or music bahut pasand aaya,I like John Legend's music and voice though
"ya, comedians tho ache film banate",ya comedians made the film good
Marvel is my jam! Lekin avengers bhi cool hai .:),Marvel is my jam! But the avengers are pretty cool. :)
muje bhi familiar nahi laghta,I am not familiar  with any of them either
"hello, mein yaha hoon, mera internet thoda slow hein yar, sorry yar","Hello, I'm here, my internet was just a little slow for a bit, sorry about that! "
"Haan, aur isee tarah mukhy abhineta ko ek gupt auditioning ke baad kaam par rakha gaya tha. casting auditions ke maheenon ko poora karana kitana shaanadaar hoga, aur mukhy bhoomika jeetenge.","Yes, and similarly the lead actor was hired after a secretive auditioning process.  How wonderful it would be to finish months of casting auditions, and win the lead role."
MOVIE ACHE HEIN,the movie is good
songs kaise the?,How were the songs?
Hello,Hello
Leonardo DiCaprio,Leonardo DiCaprio
RATING ACHHA HAIN KYA?,Are the ratings good?
"Wo knife ke slashes ki tarah hai..., jaise amphibian creature ke gills ko mirror kar raha ho.","They are like slashes from a knife..., kinda mirroring the gills of the amphibian creature."
"Jabki me sahi tha, mujhe nahi lagta mai conspire karunga US government ke khilaf.","Even if I was right, I don't think i could conspire  against the US government"
"sabki baat karun to, ye one of my favorite movies hai. main kafi bada movie fan nahi hun par ye wo movie hai jo maine many times rwatch ki.","When it all comes down to it, this is one of my favorite movies.  I'm not a big movie fan but this is one I can rewatch many times."
mai sure hu ki ye just hollywood effect tha,Im sure that was just for the hollywood effect
"end mein jab judy ne Nick se Zootopia police department ko join karne kaha tha, toh kya aap isse ache call kahe jaayenge?","In the end when Judy asked Nick to join the Zootopia police department, do you think that was a good call on her part?"
tumhe hawkeye ke baar mein kaisa feel hota hai?,How do you feel about hawkeye?
interesting movie ke tarah sound kartha,Sounds like an interesting movie
tumhari bhi! tumse baat karke achcha laga!,you too! nice talking to you!
"Tumne kabhi inception dekhi hai? Leonardo DiCaprio aur Joseph Gordon Levitt hain usme. If not, you should. Complicated hai par kaafi acchi ha.","Have you ever seeLeonardo DiCaprio and Joseph Gordon Levitt are in itn Inception? If not, you should. It's complicated but very good."
Critics ne certainly film me uske performance ko praise  kiya.,Critics certainly praised his performance in this film.
Are ok.stockbrocker ke tarah uska experience ki tarah bat kara he?,Oh ok. Talks about his experience as a stockbrocker?
muje bhi iske baare mein kuch kehana tha.. voh insight jo usne provide kiya tha ki kaise batman apne eyeopening bane.. uska parents aise usse chod de samay tho muje uske liye bura laga,I have to say so. The insight they provide about how he became Batman was eye opening. It was really sad to see him lose his parents like that.
"ha overall definitly yah yek majedar moive hai,dekhane  layak moive hai",Yes.  It was definitely an amazing movie overall.  Well worth seeing!
Maf karna,sorry
mein dekha. muje pasand hein,I have. I loved it.
toh kya zootopia dekha kya?,So have you seen Zootopia?
abhee tak vaheen?,still there?
hmm.. mein toh aapko convince kar ka koshis kar raha hoon ki aap us movie ko dekhne ki. mein document ke alava kuch baath nahi kar saktha hoon,Hmmm... I'm supposed to be convincing you to see it. I can't talk about anything not on the document.
"Voh Duke, jo Anna gir gayi thi voh monster hein. Elsa toh bhag gayi, lekin uska kingdom ko eternal winter ho gaya uska magic ke kaaran","The Duke, the guy Anna fell for, brands her a monster. Elsa runs away, but the kingdom is left in an eternal winter, due to her magic."
"ohh nahi :( achha, main bata sakta hun.","oh no :( well, i can"
LEAD THO LEONARDO DICAPRIO NE PLAY KIYA,The lead is played by Leonardo Dicaprio
Usne penny stocks ko badhava diya joki usko pta tha ki aache nahi hein,He pushed penny stocks that he knew were not good
mujhe peeche jakar review karne  me dhikat ho rahi hai,I am not able to scroll back up to review though.
"NAHI, KYA VOH ACHE KIYA?","Np, did he do well?"
Shayad date night pe,Maybe on a date night
Kya burglars ko ralize hua ki they are being fooled by a kid that is home alaonee?,Do the burglars realize they are being  fooled by a kid that is  home alaonee?
Music aur Lyrics ki tarah tha,Sounds like Music & Lyrics
movie kis baare me hai?,What is the movie about?
Kya Kevin ki mom ne burglars se pehle use pakad liya?,Does Kevins Mom get to him before the burglars do?
"hey, kya kar rahe ho","Hey, how are you doing?"
Mein bhi Steven Spielberg ko bahut like karta hun but who dosen't,I also  really like Steven Spielberg but who doesn't.
ye sach hai. Jim Carrey ke career ke liye kafi impressive! I hope tumne Evan Almighty nahi dekhi,True that.  Pretty impressive for Jim Carrey's career!  I hope you didn't watch Evan Almighty lol
tum chahte ho main dekhta rahun?,you want me to keep looking?
Uske baare mein sochne bhar se hi I feel on edge,I feel on edge just thinking about it.
Voh pack ka neta hai  mujhe nahin lagata ki Avengers utana lokapriy hoga jitana ki vah teem ka neta nahin tha,He is the leader of the pack. I really dont think the averages would be as popular as it is if he wasn't the leader of the team 
"Main bhee unhonne Avengers ke saath itana achchha kaam kiya. yadi vah viphal ho gaya tha, to koee raasta nahin hai ki ve maaya mein infinty wars jaaree karenge",Me either. He did such a good job with avengers. If he had failed their is no way they would be releasing infinity wars in may 
"hey, kya kar rahe ho?","Hey, how are you doing?"
par sahi me mai samajta hu cinema ki numbar or kafi aacha jata hei Rotten Tomatoes par,"for sure, I think the score on this movie looks really good on Rotten Tomatoes"
"mujhe Bellwethers ka character sabse mast laga, mujhe pata hai wo buri thi usme magar Jenny Slate ne bohot accha kaam kia","I loved Bellwethers character, I know she's a bad guy, but Jenny Slate does such a good job"
muje patha hi nahi ki voh novel ke based the,I never knew it was based on a novel.
"interesting lagta he, kya tumhe maloom ke kon se actors isme he?",Sounds interesting do you know which actors are in  it?
itna bad nahi tha,not bad though
Kya unhone Draw bridge ko raise karke Gotham ko surrounding cities se alag nahin kar diya?,Didn't they try to cut off Gotham from the surrounding cities by raising the draw bridge?
A Bo Peep,A Bo Peep
Kiu nehi? Tum ko comedies achcha nehi lagta,Oh??  Why not?  Do you not like comedies?
yah enimeted hai.,It's animated.
"haan yar, voh toh badi hilarious movie hein. aapka favorite character kon hein?","Yes, I have. The movie was hilarious! Who was your favorite character?"
haan worth watching hein,may be worth watching!
"YEH TRUE STORY KE BASED SE HEIN, AUR CHARACTER BHI",This was based on the true story and character.
"me samajhta hu ki vok natural causes ke marta hea aur uske liye ek puppy cchod deta he ki uske live zindagi me age badne ka koi reason ho, but kuch log uske home me ghus kar uske dog ko mar dete he","from what I understand she dies of natural causes and leaves him a puppy so he has a reason to go on, but then some people break into his home and kill the dog"
yeh itna lonely life lagta hai.,It seems like such a lonely life.
"plot mute cleaner hain jo secret government lab mein work karta hai, aur ek lab mein trap ho rahe amphibian se pyar karne lagta hai","The plot is about a mute cleaner who works in a secret government lab, and falls in love with an amphibian being trapped in the lab."
mujhe lagte hai usne foster parents ko overhear kar liya ki wo ghar mein welcome nahi hai,I think he overheard from the foster parents that he was not welcome in their home.
wallace\,wallace\
ye mind boggler hai,it is a mind boggler 
"to kya aap philm kee reting se sahamat hain? kaee logon ko yah ek daraavana thrilar lagata hai, lekin any log ise bheeshan bataate hain. tum kya sochate ho? kya aapako is tarah kee philm pasand hai?","So do you agree with the ratings of the movie? Many people find it to be a scary thriller, but others describe it as being too gruesome. What do you think? Do you like this kind of movie?"
"ok, thank you.","ok, thank you."
yah animated hai.,It's animated.
"as the antagonist Michael Shannon  hai, Richard Jenkins as Elisa's friend, aur Octavia Spencer bhi as her friend hai","Also there is Michael Shannon as the antagonist, Richard Jenkins as Elisa's friend, and Octavia Spencer as her friend also."
Kya tum is Genre ki movie enjoy karte ho?,do you enjoy this genre of movie?
"kya ye ""feel good"" movie hai jisme sports angle hai. han, kafi kuch ""Hossiers"" ki tarah. Main apne beton ko le gaya isey dikhane ke liye. Ye really ek family hai.","It is a ""feel good"" movie that has a sports angle. Yes, a lot like ""Hoosiers"". I took my sons to see it. It really is a family movie."
Kya aapako superhero movies pasand hain?,Do you like superhero movies>
Wo 1980's ka pop cover band baja raha tha..,He was playing in a1980's pop cover band..
Kahi lika hai ki movie kitnee lambee hai? Mere screen per kuch nahin lika hai.,Does it say how long the movie is?  I have no information about it on my screen at all
Kya wo ghar pe hi chhuta ya travel karte huye chhuta,Was he left at home or while they were traveling?
Vo ek 1980's ka pop cover band play kar raha tha,He was playing in a1980's pop cover band..
thriller? mi ne socha hi ki ye tho horror movie.,Thriller? I thought it was a horror movie.
mera choti cousin pucha ki voh kya hein aur kyon us loog kon hein aur bla bla. isliye mein children ko nahi influence karne devunga.,"My young cousin asked me what they were and why he was making them what they do to people, etc. So it might not influence most children but definitely some."
plot is,plot is*
"Maine bahut suna hai La La Land ke bare mein, lekin abhi tak real life mein dekha nahi","I heard good things about La La Land, but haven't see it IRL yet"
Tera favorite scene kaun sa tha? mujhe wo achha laga jo restaurant mein kar rahe the.,What was your favorite scene? I liked the one while they were doing a gig at a restaurant.
Ye thoda Frozen jaisa lag raha hai.,That sounds a little like Frozen
bachche ke paas kitane khilaune hain,How many toys does the kid have?
Are nahi Di,Oh no D:
Nahi Kevin ko khud ko burgers se akele hi defend karna pada usne ghar mein jagah jagah booby traps laga diye the which turn out to be very effective,no Kevin has to fend off the burgers himself he places booby traps all around the house which turn out to be very effective
ye bohat sad tha kyunki wo uske parents ka ghar tha right?,It was really sad because it was his parents' house right?
"jabki ant kafi crazy tha,tum jante ho vaha shootout hua",The ending was a bit crazy however.  You knew there would be a shootout but after that...
Main bhi yahi samjhta hoon. Jo insight di hai ki woh batman kaise bana woh aankh kholne wali hai. Dekh ke bahut dukh hua ki usne apne parents ko kho diya.,I have to say so. The insight they provide about how he became Batman was eye opening. It was really sad to see him lose his parents like that.
marvel movies flop nahi hote lekin mujhe lagta hai uske flop honge,marvel movies dont flop but i feel as if her would flop. 
"nahi, lekin me just might.","No, but I just might."
aapka favorite part konsa hein?,What was your favorite part?
Mujhe surprised nahi hoga ye jaankar ki Ye ek Hidden Real Story thi jo ki Government nahi chahti ki bahar aaye.,I would not be surprised at all if this was a hidden real story that the government did not want to get out  
Same,Same
"Hi,muje movie ke bare me thoda batao please?","HI, tell me a bit about the movie please?"
Kya tumhe ye movie pehle dekhi hai? maine ise pehle dekha tha jab se first aayi thi.,Have you seen this movie before?  I have seen this back when it first came out!
Aisa lagta hai ki ye ek  30 year old document hai Jise wo nahi chahte ki people iske baare me jaane,that's what it seems like that it was a 30 year old document that they didn't want people to know about
"tumhe samajhna padega, ki main character orphaned hai aur river mein mila tha, neck pe wounds ke sath.","You have to realize, that the main character was orphaned and ALSO found in a river,  with wounds on her neck."
is story mein Micheal jo Highschool me us white family ko adopted kiya aur college ke liye uska support liya us football scholarship ke liye aur Ravens ke liye uska drafted kiya,It the story of Michael Oher who in high school was adopted by a white family and with their support went to college on a football scholarship and was drafted by the Ravens in the pros.
Bilkul.  Kuch log apni personal gain ke liye bure bante hain par doosron ka help karna nahin chahte.,exactly but some would rather be evil for their own personal gain than to help others
kya aap novel pade the kya?,Have you read the novel?
kaali widow. kisi wajah se uska character pop nahi hua,Black widow. Her character just didn't pop for some reason
"Yes, Bruce almighty meri go-to movies me se ek hai.","Yes, Bruce Almighty is one of my go-to movies."
hello?,hello?
"main is movie ke bare mein batana chahtha hoon, lekin tum interested nahin ho.","I would love to tell you more about this movie, but you don't seem interested."
Love them  kya aapko dc or marvel adhik pasand hai?,Love them. Do you like dc or marvel more?
aapka konsa,Who was yours?
mein toh apni doston ke saath dekha kyon ki uska 2 saal beta ko fir se dekhne ka man kiya,I actually watched it at a friends house because her 2 year old had it on repeat
Snappy our showtune jaisa?,Sappy and showtune-like?
"me sochta hoon voh robotic shark thi, but me sure nahi hoon.","I think it was a robotic shark, but am not sure."
"nahi, wo uska track lose kardete hai kyuki bahut saari family christmas k liye aayi thi.",no they had lost track of him since they had multiple family's over for christmas
"Haan, main agree karta hoon.  Kuch honest logon mein right reasons ke liye woh bhi ek tha.",I agree.  He was one of the few honest people in it for the right reasons.
kya aapako sangeet pasand hai?,Do you like musicals?
is ek ka vishay kya hai?,What is the topic of this one?
ye bhai ki movie hai.,It is a buddy film
"lol, sach hein yar, isse tho aur crazier ban jaatha is situation ko","Lol, very true.  It sure makes the situation crazier that it should be "
Wo ghar pe chhuta hai,he was left at home
Hi!,Hi!
hey kya kar rahe ho,"Hey, how are you doing?"
HAAN,Yes
yeh mostly bacho ke bedroom mein hoti hai.,It is mostly in a kids bedroom.
"I found it to be to gruesome  aur reting se sahamat nahin tha. lekin phir, mujhe hinsak philmen pasand nahin hain.","I found it to be to gruesome and didn't agree with the rating.  But then, I don't like violent movies."
"philm ek sangeetamay hai,  89% सड़े टमाटर की रेटिंग है, aur staars idina menzel. vah sangeet dusht ke lie prasiddh tha.","The movie is a musical, has a 89% Rotten Tomatoes rating, and stars Idina Menzel. She was made famous for the musical Wicked."
"Is movie mei voice actor bhi Tom Hanks, Tim Allen and Don Rickles ki tarah famous actor hai.","The voice actors in the movies are very famous stars such as Tom Hanks, Tim Allen, and Don Rickles."
muje swarm of bats ka part kuch yaad nahihein,I didn't remember the part about the swarm of bats.  
STRATTON OAKMONT KA FIRM THO RAMPANT CORRUPTION NE ENGAGED KIYA JO FRAUD THA,His firm Stratton Oakmont engaged in rampant corruption and fraud
aap hein?,Are you there?
Kya tumhe pata hai ki kaise pata chalta hai ki ho gaya?,Do you know how we tell when we are done?
Wo accha he?,Is it good?
"haan, yeh dramatic film hein",It does.  Its a great dramatic film.
to bahut se critic's agree karte hai ki yeh good movie hai?,So most of the critics agree it's a good movie?
Accha toh Bad Guy,Ah SO THE BAD GUY ..
"Arey no, yeh to bahut bura hua","Oh no, that is awful"
"Ellen Page bhi hai usme, i love her","Even Ellen Page is in it, and I love her."
Yes,Yes
Yes mujhe Actually ye laga ki ye movie mujhe More true story type films dekhne ke liye make karegi,yes I actually think this movie makes me want to see more true story type films
okday,Okay :D
"The critics ka movie jo batman ko psyche se damage kiya tha na, tho uske baare mein aapko kya socha?",The critics thought that the movie explored Batman's damaged psyche.  What do you think?
interesting yar.. lekin uska life ka true elements tho muje sure hein,Sounds interesting. I'm sure has true elements of that life.
