source,target,eng_ratio,marian_prediction
"Esta es una primitive form of abstraction, y hoy sabemos que esto sucede en la fusiform gyrus of the brain, porque cuando se daña estas personas pierden la habilidad de engage in Buba Kiki, pero también pierden la habilidad de comprender metaphors.","It's a primitive form of abstraction, and we now know this happens in the fusiform gyrus of the brain, because when that's damaged, these people lose the ability to engage in Buba Kiki, but they also lose the ability to engage in metaphor.",0.3333333333333333,"So this is a primitive form of abstraction, and today we know that this haps in the fusiform gyrus of the brain, for when it's maimed, they people lose the ability of enga"
"Pero el aspecto más interesante de esto es que si nos fijamos en those red lines at the bottom, those indicate basically una filiación con un tipo de corneta que ya no se fabrica. That does not happen en biología.","But the most interesting aspect about this is that if you look at those red lines at the bottom, those indicate basically a parentage of a type of cornet that was no longer made. That does not happen in biology.",0.475,"But the most interesting point of this is that if we see on those red lines at the bottom, those indicate basically a filiation with a type of corneta that is not ma"
Los humanos appear to be los únicos primates que I know of que are afraid of heights.,Humans appear to be the only primates that I know of that are afraid of heights.,0.5882352941176471,Humans appear to be the only primates that I know of that are afraid of heights.
Creo que Thucydides really spoke to us muy claramente in 430 B.C. He put it muy bien.,I think Thucydides really spoke to us very clearly in 430 B.C. He put it nicely.,0.5882352941176471,I think Thucydides really spoke to us muyspeely in 430 B.C. He put it muy bick.
Y estos paseantes tenían por costumbre mostrar que eran men of leisure by taking una tortuga a pasear y letting the reptil set the pace.,And it was the custom of those flaneurs to show they were men of leisure by taking turtles for walks and letting the reptile set the pace.,0.44,And they pacingantes would have to show that they was men of leisure by taking a tortour to walk and letting the reptil set the pace.
"Pero, lo más importante, ahora mapeamos en este marco anatómico, un marco común para que se entienda dónde genes are turned on.","But most importantly, we're now mapping into this anatomic framework, which is a common framework for people to understand where genes are turned on.",0.2272727272727272,"But, mas importantly, we're now mapeing in this anatomic framework, a common framework for knowing where genes are turned on."
Pero él me invitó a ir a una ceremony they were having ese día for her grandmother.,But he invited me to come to a ceremony they were having that day for her grandmother.,0.5294117647058824,But he invited me to go to a ceremony they were having that day for her grandmother.
Voz femenina: El escaneo láser de long range funciona mediante el envío de un pulse que es un beam of light láser.,Female Voice: Long range laser scanning by sending out a pulse that's a laser beam of light.,0.217391304347826,Feminine Voice: The long range laser scanning works by sending a pulse that is a beam of light laser.
"La siguiente great stage, que todos Uds. are so familiar with, es la massive information revolution.","The next great stage, which all of you are so familiar with: the massive information revolution.",0.5,"The next great stage, that you're so familiar with, is the massive information revolution."
"Hace algún tiempo cuando trabajaba para The New York Times, it was in the '80s, escribí un artículo sobre what was then a new problem en Nueva York -- it was homeless people on the streets.","Some time ago when I was working for The New York Times, it was in the '80s, I did an article on what was then a new problem in New York -- it was homeless people on the streets.",0.6388888888888888,"Sometime back, I worked for The New York Times, it was in the '80s, I wrote a post about what was then a new problem in New York -- it was homeless people on the streets."
"Y aunque soy una rock star, sólo quiero assure you que ninguno de mis wishes will include un hot tub.","And though I'm a rock star, I just want to assure you that none of my wishes will include a hot tub.",0.45,"And howl I'm a rock star, I just wanted to assure you that noone of my wishes will inclues a hot tub."
Paul Moller nos habla del futuro del viaje aéreo personal: la unión de los automóviles y el vuelo que nos dará real libertad para viajar off-road. Él muestra two things he's working on: el Moller Skycar y un passenger-friendly hovering disc.,Paul Moller talks about the future of personal air travel -- the marriage of autos and flight that will give us true freedom to travel off-road. He shows two things he's working on: the Moller Skycar and a passenger-friendly hovering disc.,0.2558139534883721,Paul Moller tells us about the future of personal air travel: the linking of autos and the float that will give us real freedom to travel off-road. He shows two things he's working on: the Moller Skycar
También quiero tell you y share con Uds cómo mi team y yo hemos been using mushrooms en los últimos 3 años.,I also want to tell you and share with you how my team and I have been using mushrooms over the last three years.,0.5,I also wanted tell you and sare with you how my team and I have been using mushrooms in the ust 3 years.
"Con cada año que pasa, me doy cuenta how much more powerful la idea de la computación really is.","With every passing year, I realize how much more powerful the idea of computation really is.",0.3157894736842105,"With every years going by, I realize how much more powerful the idea of really is computing."
"Y estos hackers tenían una palabra para those mysterious bugs in telegraph systems, los llamaban ""bugs"".",And these hackers had a word for those mysterious bugs in telegraph systems that they called bugs.,0.3157894736842105,"And these hackers had a word to those mysterious bugs in telegraph systems, they call they ""bugs."""
"""Fueron la necesidad y las personas que vimos in the early '90s -- that's what nos hizo regresar a trabajar for them.""",So it was the need and the people we saw in the early '90s -- that's what made us go back and work for them.,0.4583333333333333,There was the need and the people that we wold in the early '90s -- that's what we would come back to work for them.
"""Y debo decir, antes de seguir con esto, debo pedir a cada uno de you to try and get out pen and paper porque realmente les voy a pedir que me ayuden a look at cómo hacemos esto.""","And I must say, before I go on, I should ask every one of you to try and get out pen and paper because I'm actually going to ask you to help me to look at how we do that.",0.325,"And I have to say, at to go on with this, I have to are every of you to try and get out pen and paper 'cause I'm really getting you to agive me look at how"
"""Voy a hablar de dos architects very, very briefly que representan el current split, arquitectónicamente, entre estas dos traditions of a technocratic or technological solution y la solución romántica.""","I'm going to talk about two architects very, very briefly that represent the current split, architecturally, between these two traditions of a technocratic or technological solution and a romantic solution.",0.4838709677419355,"I'm saying about the dos architects very, very briefly that represent the current split, architectically, between these dose traditions of a technocratic or technological solution and the ro"
"Y el universo es tan antiguo que unless we were the very first civilization ever to evolve, deberíamos have some evidence of their existence by now.","And the universe is so old that unless we were the very first civilization ever to evolve, we should have some evidence of their existence by now.",0.7307692307692307,"And the universe is so old that unless we were the very first civilization ever to evolve, we would have some evidence of their Hayce by now."
"AK: Bueno, era un poco difícil, porque all I had to work with was el bíceps y el tríceps.","AK: Well, it was a little difficult, because all I had to work with was a bicep and a tricep.",0.35,"AK: Well, it was a tad difficult, cos all I had to work with was the biceps and the tríceps."
"No, esto debería ser enseñado -- the good living, los buenos hábitos, which are just as hard to break como los malos hábitos.","No, this is what should be taught -- the good living, the good habits, which are just as hard to break as bad habits.",0.4782608695652174,"No, this should be taught -- the good living, the buen habits, which are just as hard to break like bad habits."
"Y lo que aprendí, since that event y durante mi recovery, es que la consciousness is under threat en este planeta in ways it's never been under threat before.",And what I've learned since that event and during my recovery is that consciousness is under threat on this planet in ways it's never been under threat before.,0.6206896551724138,"And the thing I learned, since that event and my recuvery, is that consciousness is under threat on this planet in ways it's never been under threat before."
"El trato era que me darían una hora de broadband time, sentadas en sus homes, one day in a week.","The deal was that they would give me one hour of broadband time, sitting in their homes, one day in a week.",0.45,"The threat was that I'd be given an hour of broadband time, sitting in your homes, one day in a week."
