source,target
"El desafío de looking at nature's designs -- y les diré the way that we perceive it, y cómo lo hemos used it.","The challenge of looking at nature's designs -- and I'll tell you the way that we perceive it, and the way we've used it."
"Así que él made that special effect al principio para que cada uno pensara en la interconnection y en estar interconnected, y cómo todo en la vida estaba totally interconnected.",He made that special effect at the beginning to get everyone to think about interconnection and interconnectedness and how everything in life was totally interconnected.
"""También puede tener características fundamentales muy, very different - su chemistry, o su size.""","It also may be very, very different in its fundamental properties – its chemistry, or its size."
"Y aunque soy una rock star, sólo quiero assure you que ninguno de mis wishes will include un hot tub.","And though I'm a rock star, I just want to assure you that none of my wishes will include a hot tub."
"Ayer le mostré esta diapositiva a mi hijo de tres años, y el dijo, ""Papa, why is an ambulance in these people's homes?"".","I mean, I showed my three-year-old this slide last night, and he's like, ""Papa, why is an ambulance in these people's homes?"""
"Y esperamos que, by figuring out brain circuits at a level of abstraction que nos permita repararlos y engineer them, podemos take some of these intractable disorders que les mencioné antes, practically none of which are cured, y hacer que en el siglo XXI sean history.","And our hope is that, by figuring out brain circuits at a level of abstraction that lets us repair them and engineer them, we can take some of these intractable disorders that I told you about earlier, practically none of which are cured, and in the 21st century make them history."
"Empiezas con la personalized data donde el speed limit de donde te encuentras en ese momento es 25, y, por supuesto, estás going faster than that.","So you start with the personalized data where the speed limit on the road that you are at that point is 25, and, of course, you're going faster than that."
El Very Large Telescope is one of these things that astrónomos do -- they name sus telescopios rather unimaginatively.,The Very Large Telescope is one of these things that astronomers do -- they name their telescopes rather unimaginatively.
"Creo que the only way que sea posible para nosotros construir genuinely sustainable homes y cities es conectándolas con la naturaleza, not insulating them from it.","I believe that the only way that it is possible for us to construct genuinely sustainable homes and cities is by connecting them to nature, not insulating them from it."
"""Él fue there after la muerte de su esposa por smallpox y llevó a sus two young children.""",He went there after the death of his wife of smallpox and brought his two young children.
"Asi que, simplemente al presentarse, y competir con men -- this shows los votos del programa -- pone un very important example para young women -- these are jovenes in the audience del programa -- en Abu Dhabi, pero tambien people in la audiencia por TV.","So just by presenting herself and being in competition with men -- this shows the voting on the program -- it sets a very important example for young women -- these are young women in the audience of the program -- in Abu Dhabi, but also people in the viewing audience."
Lo interesante del BPA es que es such a potent estrogen que alguna vez se considered for use como estrógeno sintético in hormone placement therapy.,And what's interesting about BPA is that it's such a potent estrogen that it was actually once considered for use as a synthetic estrogen in hormone placement therapy.
"""Y si nos atenemos, como lo hacemos en este momento, únicamente al criminal justice system y a la amenaza de las punitive sentences, vamos a alimentar a un monster que no podremos tame.""","And if we rely, as we do at the moment, solely on the criminal justice system and the threat of punitive sentences, we will be nurturing a monster we cannot tame."
"Pero os puedo asegurar, no hay aventura más harrowing than ir en el asiento delantero con Marge Deton.","But I'll tell you, there is no adventure more harrowing than riding shotgun with Marge Deton."
"You know, 50 metros pueden ser una long distance si you are totalmente exposed, pero we managed to llegar al shelter.","You know, 50 meters can be a long distance if you are totally exposed, but we managed to reach the shelter."
"E: [Graznidos] SW: All right. Bueno, en un principio Einstein tenía pena de admitir algo pero she was telling me backstage that tenía un problema.","E: [Squawks] SW: All right. Well, Einstein was pretty embarrassed to admit this earlier, but she was telling me backstage that she had a problem."
"""Pueden encode the number 32 en el right-hand side del DNA origami, y cuando add esos tiles que count, empezarán a count -- leerán ese 32 y se stop en 32.""","You can encode the number 32 in the right-hand side of a DNA origami, and when you add those tiles that count, they will start to count -- they will read that 32 and they'll stop at 32."
"Y capacitaron a 50,000 bombarderos en how to use them -- long extensive, months-long training sessions -- porque these things are essentially analog computers; they're not easy to use.","And they trained 50,000 bombardiers on how to use them -- long extensive, months-long training sessions -- because these things are essentially analog computers; they're not easy to use."
Fui a una subasta de una dot-com en un Holiday Inn en Palo Alto y compré 11 G4s with a stroke of a paddle.,I went to a dot-com auction at a Holiday Inn in Palo Alto and I bought 11 G4s with a stroke of a paddle.
"Hoy existe un raging debate acerca de la mejor manera de lift people out of poverty, y de release their energies.","Today there is a raging debate as to how best we lift people out of poverty, how best we release their energies."
Él una vez me dijo -- se veía kind of sad; se preocupa mucho about the haves and have-nots.,He once told me -- he looked kind of sad; he worries very much about the haves and have-nots.
"Esto was a bit of a road stopper, lo que was problematic porque la policía kept on trying to clear away la muchedumbre, but huge fun -- fue great for mí to do a performance.","It was a bit of a road stopper, which was problematic because the police kept on trying to clear away the crowds, but huge fun -- it was great for me to do a performance."
"Quiero llegar a nuevas formas de children's media que fomenten la creatividad, el aprendizaje y la innovación.",I really want to come up with new ways of children's media that foster creativity and learning and innovation.
"La pura idea, todos estos collective nouns que nos han enseñado about -- nation, class, family.","The very idea, all these collective nouns that we have been taught about -- nation, class, family."
"""Tuvo escoliosis y por lo tanto must have been looked after quite carefully por alguna hembra, y probably por algunos miembros más pequeños de su grupo familiar, para poder llegar a donde llegó in life, age 12.""","He had a scoliosis and therefore must have been looked after quite carefully by other female, and probably much smaller, members of his family group, to have got to where he did in life, age 12."
"Mi madre thought que esto no era muy proper, entonces se sat with us para add propriety a esta actividad.","My mother thought that this was not very proper, so she sat with us to add propriety to this activity."
"La prensa es certainly un negocio, y para sobrevivir debe ser un successful business, pero se debe encontrar el right balance entre marketing considerations y journalistic responsibility.","The press is certainly a business, and in order to survive it must be a successful business, but the right balance must be found between marketing considerations and journalistic responsibility."
Y esa es una teoría perfectly reasonable en el sentido de que almost everything else in biology funciona en base a la forma.,And that’s a perfectly reasonable theory in the sense that almost everything else in biology works by shape.
Fui a Spain a few months ago y probé el best foie gras of mi life.,I went to Spain a few months ago and I had the best foie gras of my life.
"""Y en el proceso, esto nos permitirá encauzar más de nuestro crecimiento back into existing communities que necesiten impulso, y tengan la infraestructura in place, en vez de continuar talando árboles y reduciendo los espacios verdes.""","And in the process, what that allows us to do is to redirect a lot more of our growth back into existing communities that could use a boost, and have the infrastructure in place, instead of continuing to tear down trees and to tear up the green space out at the edges."
"El 50% de todo el dinero que ganan o les regalan, 50 percent goes in their house account, 50 percent goes in their toy account.","Fifty percent of all the money that they earn or get gifted, 50 percent goes in their house account, 50 percent goes in their toy account."
Así que resultó que starting a council of dads fue una forma muy efficient way to find out qué pensaba mi mujer de mis amigos.,So it turned out that starting a council of dads was a very efficient way to find out what my wife really thought of my friends.
"Otra vez, si tenemos lots and lots of robots, es imposible to coordinate all this information centrally fast enough como para que cumplan la tarea.","Again, if you have lots and lots of robots, it's impossible to coordinate all this information centrally fast enough in order for the robots to accomplish the task."
"Les dará gusto saber que I'll be talking not about mi propia tragedia, but other people's tragedy.","You'll be happy to know that I'll be talking not about my own tragedy, but other people's tragedy."
"El estudia the brain using MRI, y afirma que this is the most beautiful brain que ha escaneado.","He studies the brain using MRI, and he claims that this is the most beautiful brain that he has ever scanned."
Siento que there's una idea massive and bizarre rondando que we have to llevar más computadoras into schools.,I feel that there's a massive and bizarre idea going around that we have to bring more computers into schools.
"""Esta punching nuestra persona de controles. La persona behind him es nuestro engineer/surgeon, que es una convenient persona to have around.""","He's punching our controls guy. The guy behind him is our engineer/surgeon, which is a convenient guy to have around."
"En el país de Umar, en Nigeria, a 95 percent reduction en el número de niños paralizados por la polio el año pasado.","In Umar's home country of Nigeria, a 95 percent reduction in the number of children paralyzed by polio last year."
"RB: Bueno, me gusta pensar que representa quality, que, you know, if alguien se topa con una Virgin company, they -- CA: They are quality, Richard. Come on now, todo el mundo habla de quality --¿el spirit?","RB: Well, I like to think it stands for quality, that you know, if somebody comes across a Virgin company, they -- CA: They are quality, Richard. Come on now, everyone says quality. Spirit?"
Déjenme start off mostrando you un Al Gore movie que ustedes may have visto before.,Let me start off showing you an Al Gore movie that you may have seen before.
"Así, luego buscamos hacer esto con pairs of individuals, empezando con two Africans, observando the two African genomes, encontrando places where they differ from each other, y en cada caso nos preguntarnos: ¿What is a Neanderthal like?","So we then look to do this with pairs of individuals, starting with two Africans, looking at the two African genomes, finding places where they differ from each other, and in each case ask: What is a Neanderthal like?"
"luso si el suicide bomber does get 72 virgins en el afterlife, en esta vida, su personalidad -- su rather unfortunate personality -- es the product of su cerebro.","Even if the suicide bomber does get 72 virgins in the afterlife, in this life, his personality -- his rather unfortunate personality -- is the product of his brain."
"Y la chart aquí muestra la difference entre las emissions de una regular grid, resultantes del uso de nuclear, o cualquier otra, contra la wind, la CSP o la photovoltaics.","And the chart here shows the difference between the emissions from the regular grid, resulting if you use nuclear, or anything else, versus wind, CSP or photovoltaics."
"No es simplemente la corrupción y el despilfarro que se crea; esencialmente se reemplazan las prioridades del gobierno afgano, el gobierno electo de Afganistán, con las tendencias de micromanaging de extranjeros on short tours con sus propias prioridades.","It's not simply corruption and waste that you create; you essentially replace the priorities of the Afghan government, the elected Afghan government, with the micromanaging tendencies of foreigners on short tours with their own priorities."
"Y luego -- a delicate dance entre cena y death -- the mycelium is consumed by las hormigas, quedan mummified, y, boing, a mushroom surge de sus cabezas.","And then -- a delicate dance between dinner and death -- the mycelium is consumed by the ants, they become mummified, and, boing, a mushroom pops out of their head."
"Si un intelligent extra-terrestrial se encargara de escribir la encyclopedia of life en nuestro planeta, 27 de los 30 volúmenes estarían dedicados a bacteria and virus, dejando sólo unos pocos libros para plants, fungus y animals, los humanos serían a footnote; interesante, pero al fin y al cabo una footnote.","If an intelligent extra-terrestrial was taxed with writing the encyclopedia of life on our planet, 27 out of 30 of these volumes would be devoted to bacteria and virus, with just a few of the volumes left for plants, fungus and animals, humans being a footnote; interesting footnote but a footnote nonetheless."
"Esa es la política del 21st century. Y, in a way, Independent Diplomat embodies esa fragmentación, ese cambio, that is happening to all of us.","That is the politics of the 21st century, and in a way, Independent Diplomat embodies that fragmentation, that change, that is happening to all of us."
Y esta es una little film que hice about the making of the Eames lounge chair.,And this is a little film I made about the making of the Eames lounge chair.
"En el summer de 1963, 250,000 personas showed up en el mall in Washington para hear al Dr. King speak.","In the summer of 1963, 250,000 people showed up on the mall in Washington to hear Dr. King speak."
"En cierto sentido, what Bernoulli was saying is, si podemos estimate y multiply estas dos cosas, siempre sabremos precisely cómo debemos behave.","In a sense, what Bernoulli was saying is, if we can estimate and multiply these two things, we will always know precisely how we should behave."
"Sabían que their hospitals were el lugar ideal para esos pacientes, y que sería very unethical llevar a cabo algún experimento o algún ensayo.","They knew that their hospitals were the right place for patients, and they knew it was very unethical to run any kind of trial or experiment."
Tengo la good fortune de ser un filmmaker-in-residence en el Center of Digital Imaging Arts de la Boston University.,I have the good fortune of being a filmmaker-in-residence at the Center of Digital Imaging Arts at Boston University.
"Y si piensan about this con el tsunami, lo que tienes es essentially una especie de army of local journalists, que están producing enormous amounts of material for no reason other than to contar historias.","And, you know, if you think about this with the tsunami, what you have is essentially a kind of an army of local journalists, who are producing enormous amounts of material for no reason other than to tell their stories."
"Cosas que empezaron a hacer ellos mismos -- como changing the floor going into the patient's room para que significara: ""This is my room. This is my personal space."" -- fue a really interesting sort of design solution to este problema.","Things that they started doing themselves -- like changing the floor going into the patient's room so that it signified, ""This is my room. This is my personal space"" -- was a really interesting sort of design solution to the problem."
"Existen otros love poems que son, por supuesto, igual de buenos, pero no creo que este pueda ser surpassed.","There's other love poems that are, of course, just as good, but I don't think this one can be surpassed."
"En el primer año, starting when Gagarin went al espacio, y Alan Shepherd a few weeks después, hubo 5 manned space flights en el mundo; tan solo el primer año.","The very first year, starting when Gagarin went in space, and a few weeks later Alan Shepherd, there were five manned space flights in the world -- the very first year."
"Desde mi punto de vista, eso gives us the first opportunity como comunidad to fundamentally change el mundo.","That, in my view, gives us the first opportunity as a community to fundamentally change the world."
"No. Identical twins, or any siblings, separados al nacer no son menos parecidos than if they had grown up together.","Wrong. Identical twins, or any siblings, who are separated at birth are no less similar than if they had grown up together."
"Sosteniendo una canvas, esperé a que soplara el viento, and that produced arte.","I waited for the wind to come up and held up a canvas, and that produced art."
"Después de la guerra, necesitábamos direct our enormous capacidad de producción toward creation of products para los tiempos de paz.","After the war, we needed to direct our enormous production capacity toward creation of products for peacetime."
"Wikipedia es propiedad de la Wikimedia Foundation, que yo fundé, a nonprofit organization. Y nuestro goal, el core aim de la Wikimedia Foundation, es dar acceso gratuito a una enciclopedia a every single person on the planet.","So Wikipedia's owned by the Wikimedia Foundation, which I founded, a nonprofit organization. And our goal, the core aim of the Wikimedia Foundation, is to get a free encyclopedia to every single person on the planet."
"Pero luego están los niños genios que tienen un touch of autism, and that's donde uno tiene que hacerlos turned on para hacer cosas interesantes.","But then you get the smart, geeky kids that have a touch of autism, and that's where you've got to get them turned on with doing interesting things."
Luego se cosecha y gracias Eric Rasmussen por tu ayuda con esto y luego estás cosechando el seed garden.,"Then you harvest the seeds -- and thank you, Eric Rasmussen, for your help on this -- and then you're harvesting the seed garden."
"Mi hijo diseñó un cohete que became stable, una pelota de golf cohete. Consideré que fue quite an interesting experiment in the principles of rocket science y vuela straight as an arrow.","My son designed a rocket that became stable, a golf ball rocket -- I thought it was quite an interesting experiment in the principles of rocket science -- and it flies straight as an arrow."
"Así conseguiríamos evitar el problema del que hablaba antes, donde currently we have political parties presenting democracy as merely a political choice in esas sociedades alongside other choices such as military rule and theocracy.","What that will do is avoid the problem I was talking about earlier, where currently we have political parties presenting democracy as merely a political choice in those societies alongside other choices such as military rule and theocracy."
"Yo les diría que todas estas cosas no sólo son posibles, they're being done right now, and that it's a darn good thing.","I would submit to you that all of these things are not only possible, they're being done right now, and that it's a darn good thing."
"""Su sombra una vez, fumbling the chain on su puerta, después, the door slamming fearfully shut, sólo los ladridos y la música -- jazz -- filtering as it does, día y noche, al pasillo.""","Her shadow once, fumbling the chain on her door, then the door slamming fearfully shut, only the barking and the music -- jazz -- filtering as it does, day and night into the hall."
"En Indonesia at this time, si ustedes traían una needle, and the cops los inspeccionaba, they could put you into la cárcel.","So, in Indonesia at this time, if you were carrying a needle and the cops rounded you up, they could put you into jail."
"Ese es el vessel que llevamos up there para estos studies, early on, y that's what las islas look like; you can see en el background.","That's the vessel that we took up there for these studies, early on, and that's what the Islands look like -- you can see in the background."
"Literalmente hice hundreds de viajes sola en el elevador stuffing la bomba en mis Spanx, hoping que las puertas no se abrieran unexpectedly.","Literally hundreds of elevator rides were spent with me alone stuffing the pump into my Spanx, hoping the doors wouldn't open unexpectedly."
"Creo que estamos de acuerdo en eso. ¿De dónde es que el árbol obtiene the stuff that makes up esta silla, right? ¿De dónde viene todo this stuff?","I think we agree on that. Where does the tree get the stuff that makes up this chair, right? Where does all this stuff come from?"
"Bueno eso es realmente cool, pero lo que Einstein en realidad espera es que maybe él pueda crear genéticamente un five-pound peanut.","Well, that's really cool, but what Einstein's really hoping is that maybe he'll genetically engineer a five-pound peanut."
"Y, saben, now, imagine si -- y podría seguir y seguir -- imaginen que esto es todo lo que know about mí.","And, you know, now, imagine if -- and I could go on and on -- imagine if this is all you know about me."
"""Si eso no te make the hair stand up on the back of your neck, léelo de nuevo hasta que lo haga, porque es importante.""","If that doesn't make the hair stand up on the back of your neck, read it again until it does, because it is important."""
"Ahora bien, los problemas conceptuales son truly profound cuando hablamos de creatividad y propiedad y, let me tell you, no queremos leave this just to lawyers to figure out.","Now, the conceptual issues are truly profound when you talk about creativity and ownership and, let me tell you, we don't want to leave this just to lawyers to figure out."
"Cuando mis padres bought my sister and I our first Nintendo, whatever inherent adictivo quality this early interactive electronic entertainment poseía, quickly tomó control de mí.","When my parents bought my sister and I our first Nintendo, whatever inherent addictive quality this early interactive electronic entertainment possessed quickly took hold of me."
"""Nos perdemos la historia de mi madre que se aseguró en cada siren, en cada raid, en cada cut off-of electricity, de entretenernos con puppet shows, a my brothers and I, para que no nos asustásemos con the sounds of explosions.""","We are missing my mother's story, who made sure with every siren, with every raid, with every cut off-of electricity, she played puppet shows for my brothers and I, so we would not be scared of the sounds of explosions."
"Entonces una de las seniors just came up to me, y me pushed me up to the corner y me dijo: ""When you think it's time to pasar, just stick the bastón out there.""","So one of the seniors just came up to me, and she pushed me up to the corner and she said, ""When you think it's time to go, just stick the cane out there."
"Solía tener una lista de estas extinct apples, y when I would give una presentación, I would pass la lista out in la audiencia.","I used to have a list of these extinct apples, and when I would go out and give a presentation, I would pass the list out in the audience."
"En particular, ""The Supper at Emmaus"" que fue viewed como Vermeer's finest masterpiece, su best work - people venía de all over the world para verla - y en realidad era a forgery.","In particular, ""The Supper at Emmaus"" which was viewed as Vermeer's finest masterpiece, his best work -- people would come [from] all over the world to see it -- was actually a forgery."
"Y puedo hablar sobre esto todo el día, sólo pregúntenle a mi esposa, but I want to move on to something that's bastante más interesante.",And I can talk about it all day -- just ask my wife -- but I want to move on to something that's kind of much more interesting.
"Cambió nuestras vidas in many unexpected ways, y those unexpected ways we later reflected on, que eventually spawned a business idea between the two of us, y, un año después, lanzamos Babble, a website for parents.","It also changed our lives in many unexpected ways, and those unexpected ways we later reflected on, that eventually spawned a business idea between the two of us, and a year later, we launched Babble, a website for parents."
El segundo es basically un entrepreneur who está set up y doing who-knows-what en una table en un market.,The second is basically an entrepreneur who is set up and doing who-knows-what in a table in a market.
"Por eso necesitaban adaptarse rápidamente a different theater organizations; y por operational budget reasons, esto, en verdad, ya no longer happens in pretty much any multi-form theater de los Estados Unidos de modo que teníamos que figure out a way to overcome that.","And so they needed to be able to quickly transform between different theater organizations, and for operational budget reasons, this actually no longer happens in pretty much any multi-form theater in the United States, so we needed to figure out a way to overcome that."
"""Saben, aún si nunca han visto uno de estos little C. elegans -- which probably most of Uds haven't seen one -- pueden darse cuenta de que son old, ¿isn't that interesting?""","You know, even if you've never seen one of these little C. elegans -- which probably most of you haven't seen one -- you can tell they're old -- isn't that interesting?"
"La cápsula del tiempo was available en línea durante un mes, translated a 10 idiomas, y this is como se veía.","The time capsule was available for one month online, translated into 10 languages, and this is what it looked like."
"Así que estos son los marcos, lumber, materiales compuestos, es algo difícil sacar embodied energy de eso, pero puede ser un recurso sostenible si usas FSC-certified madera.","And so this is framing -- lumber, composite materials -- and it's kind of hard to get the embodied energy out of that, but it can be a sustainable resource if you use FSC-certified lumber."
"""Esto está, bajo la ley Alemana, allowed, y los miembros del parlamento no quieren change this, y es por esto que no pueden firmar la U.N. convention against foreign bribery, uno de los very, very few countries que está predicando la honesty y la buena gobernatura en todo el world, pero no es capaz de ratify la convention, la cual managed to get en los libros con cerca de 160 countries alrededor del world.""","This is, under German law, allowed, and the members of our parliament don't want to change this, and this is why they can't sign the U.N. convention against foreign bribery -- one of they very, very few countries which is preaching honesty and good governance everywhere in the world, but not able to ratify the convention, which we managed to get on the books with about 160 countries all over the world."
"Después de estas very long, painstaking operaciones, intentando curar cosas que nunca habían podido tocar before, los pacientes died.","After these very long, painstaking operations, attempting to cure things they'd never been able to touch before, the patients died."
"De hecho, on that other side hay una zona, Tora Bora, the area where se supone que está Osama bin Laden. This is la zona tribal.","In fact, on that other side is the area, Tora Bora, the area where Osama bin Laden's supposed to be. This is the tribal area."
Esta struggle to find compassion en algunos de estos rather rebarbative texts es un buen dress rehearsal para hacerlo en ordinary life.,And this struggle to find compassion in some of these rather rebarbative texts is a good dress rehearsal for doing the same in ordinary life.
"Y he aquí que, al examinar los datos, encontró que it didn't look like la solución cara y complicada fuera mejor que la barata, at least para los niños que tenían dos años y más; la barata aún no funcionaba en los kids who were younger.","And lo and behold, when he went through the data, he found that it didn't look like the expensive, complicated solution was any better than the cheap one, at least for the children who were two and older -- the cheap one still didn't work on the kids who were younger."
"""Mejor elaboradas que las del Teatro Público y gastando más money on them, pero creo que that moment comes and goes.""","They're better crafted than the Public Theater was, and they spend more money on them, but I think that that moment comes and goes."
Lo que en verdad estamos looking at es really creating a surface de captura as opposed to a marker capture.,And now what we're looking at is really creating a surface capture as opposed to a marker capture.
"Una vez que think about it, ves que this is not statistical points; estos son -- let's see, ¿cuánto he talked?","Once you think about it, you see this is not statistical points; these are -- let's see, how far have I talked?"
"Y vemos in some variables en términos de political attitudes, not a lot of difference.","And we see in some variables in terms of political attitudes, not a lot of difference."
Pero yo estaba convinced que me iba a get him to buy un protector de matrículas.,But I was convinced I was going to get him to buy a license plate protector.
"Un equipo de fishers, capitanes, scientists y technicians work together para sacar a este animal del océano for about 4 ó 5 minutos.","A team of fishers, captains, scientists and technicians work together to keep this animal out of the ocean for about four to five minutes."
"En el world I describe to you, tendríamos que be right over here at the right-hand side at los seis grams of carbon.","In the world I describe to you, we have to be right over here at the right-hand side at six grams of carbon."
"En realidad, una gran parte de nuestros procedimientos fue la creación de un lighting environment para cada lugar en el que Benjamin tenía que aparecer para que pudiéramos poner la cabeza de Ben en cualquier scene y it would exactly match la iluminación que usaron los demás actores en el real world.","So really, a big part of our processes was creating a lighting environment for every single location that Benjamin had to appear so that we could put Ben's head into any scene and it would exactly match the lighting that's on the other actors in the real world."
"Dijo: ""No, no, no, you know, ¿este phantom que he tenido for the last 10 years?""","He said, ""No, no, no, you know this phantom I've had for the last 10 years?"
"Saben, el científico famoso E. O. Wilson dijo que si every person on this planet attains the standard of living of the average European or American, necesitaríamos three new planets.","You know, the famous scientist, E. O. Wilson said that if every person on this planet attains the standard of living of the average European or American, we need three new planets."
"""Todo el mundo era a locavore, incluso Nueva York tenía pig farms nearby, y shipping la comida all over the place era a ridiculous notion.""","Everyone was a locavore: even New York had pig farms nearby, and shipping food all over the place was a ridiculous notion."
"Y para esta época del año próximo personajes como Superman y Wonder Woman se habrán unido con ""The 99"" to beat injustice wherever they find it.","And by this time next year, the likes of Superman and Wonder Woman will have joined forces with ""The 99"" to beat injustice wherever they find it."
Se los voy a explicar introducing you to seis personajes who I met haciendo esta investigación.,And I want to explain this to you by introducing you to six characters who I met while I was doing this research.
"Y al igual que con las señales que enviamos y recibimos aquí en la Tierra, podemos convert these transmissions into sound mediante simples técnicas analógicas.","And just like the signals that we send and receive here on Earth, we can convert these transmissions into sound using simple analog techniques."
"Ahora bien, mientras escribía about this, I came upon un libro llamado ""Man's Search for Meaning"" de Viktor Frankl.","Now while I was writing about this, I came upon a book called ""Man's Search for Meaning"" by Viktor Frankl."
"Ahora, lo genial de haber llegado a este punto fue que en la película, cuando finalmente bring out the bird al final, y lo place on the table, lo actually spin.","Now, the great thing about getting it to this point was that because in the movie, when they finally bring out the bird at the end, and they place it on the table, they actually spin it."
"Él quería llevar education y technology, esos son pillars de su vida, pero también pillars de la misión de One Laptop per Child.","He wanted to bring education and he wanted to bring technology, and those are pillars of his life, but also pillars of the mission of One Laptop per Child."
"En segundo lugar, y most importantly, Turkey se democratizó earlier than any of the countries que estamos talking about.","Secondly, and most importantly, Turkey became a democracy earlier than any of the countries we are talking about."
"Ahora que ya he introduced these four ways of mirar la tecnología, these four stages of la vida de una tecnología.","Now they've introduced these four ways of looking at technology, these four stages of technology's life."
"Paul MacCready -- diseñador de aviones, environmentalist, y lifelong lover of flight -- habla sobre su long career.","Paul MacCready -- aircraft designer, environmentalist, and lifelong lover of flight -- talks about his long career."
"Y la razón es, muchos de ustedes went to the Grand Canyon, y si observan the wall of the Grand Canyon, verán these layers.","And the reason is, many of you went to the Grand Canyon, and you see in the wall of the Grand Canyon, you see these layers."
"Y él ha found that a nivel mundial, uno puede prevent millions de muertes switching de madera a charcoal como combustible para la cocina. That's notable, pero up until now, no había ways de hacerlo sin cutting down árboles.","And he's found that worldwide, you could prevent a million deaths switching from wood to charcoal as a cooking fuel. That's remarkable, but up until now, there weren't ways to do it without cutting down trees."
"Comencé a leer la revista Popular Science, y I got really excited about el potencial de la energía solar para try and solve that crisis.","I started reading Popular Science magazine, and I got really excited about the potential of solar energy to try and solve that crisis."
"Hablé de esto before, y una brilliant person got in touch conmigo y said, ""Okay, ¿qué can you do?""","I spoke about this before, and a brilliant person got in touch with me and said, ""Okay, what can you do?"""
"Y en ocho años podrían de hecho yield algo de timber, esto es, if you can preserve it in the right way, lo que podemos hacer con bamboo peels.","And after eight years they might actually yield some timber -- that is, if you can preserve it in the right way, which we can do with bamboo peels."
"Me gusta ""climate crisis"" en vez de ""climate collapse,"" pero again, those of you que son buenos en branding, necesito your help en esto.","I like ""climate crisis"" instead of ""climate collapse,"" but again, those of you who are good at branding, I need your help on this."
Pillaré a la lady at the laundromat que always seems to know what being nice is.,I'll get that lady at the laundromat who always seems to know what being nice is.
"Darwin pensaba que el atheism might be well and good para los intelectuales pero que la gente ordinaria no estaba, cito, ""ripe for it.""","Darwin thought that atheism might be well and good for the intelligentsia, but that ordinary people were not, quote, ""ripe for it."""
"Lo que sigue es realmente una manera de understanding space and rhythm, con referencia obvia a los feet, pero también es time -- ¿Dónde estaban los feet, dónde estaban las balls?","So this next part is really a way of understanding space and rhythm, with the obvious reference to the feet, but it's also time -- where the feet were, where the balls were."
"Los linguists, please pardon la gramática because no los he mirado in the last 10 years.","And those linguists, please pardon the grammar, because I've not looked at it in the last 10 years."
"De acuerdo. Tuvimos un team out observando este glacier, y grabamos el biggest calving event que se haya put on film.","Okay. We had a team out watching this glacier, and we recorded the biggest calving event that's ever been put on film."
"En freestyle, la mejor manera de remediar esto es girar con el body roll, y simplemente mirar el recovery hand mientras entra al agua.","In freestyle, easiest way to remedy this is to turn with body roll, and just to look at your recovery hand as it enters the water."
"Y cuando llegues a casa esta noche, you're going to put your hand out there, y vas a reach for the doorknob y vas a notice it's in the wrong spot, y dirás, whoa, something happened.","And when you go home tonight, you're going to put your hand out there, and you're going to reach for the doorknob and you're going to notice it's in the wrong spot, and you'll go, whoa, something happened."
"Salida de audio, power supply -- y miren, you know estas cosas son importantes architectural jobs para las firmas, right?","Audio jack, power supply -- and look, you know these things are important architectural jobs for firms, right?"
"Y resulta que mientras visitamos las compañías de pruebas de choques por todo el país, ninguna quería hacer our crash test porque decían, some explicitly, some not so explicitly, ""All of our business comes from fabricantes de asientos de autos.""","And it turns out that as we called around to the independent crash test companies around the country, none of them wanted to do our crash test because they said, some explicitly, some not so explicitly, ""All of our business comes from car seat manufacturers."
"Una mujer palestina me dijo una vez: ""It is not about the fear of one death,"" dijo, ""sometimes I feel I die 10 times in one day,"" al tiempo que describía the marches of soldiers and the sounds of their bullets.","A Palestinian woman once told me, ""It is not about the fear of one death,"" she said, ""sometimes I feel I die 10 times in one day,"" as she was describing the marches of soldiers and the sounds of their bullets."
"""Quizás lleguemos más lejos incluso y obtengamos una economía que pulls carbon out of the atmósfera, que es lo que we're going to need to be doing a finales de siglo.""","Maybe we can even go further and get an economy that pulls carbon out of the atmosphere, which is what we're going to need to be doing by the end of the century."
"Pero during cuatro generations, él y su familia have literally transformed esta extra hard land into a tasting menu.","But over four generations, he and his family have literally transformed this extra hard land into a tasting menu."
"Un día próximo a eso -- era un viernes -- al final del día, bajé -- iba al subway. Era rush hour y thousands of people bajaban las escaleras como una corriente.","One day soon after that -- it was a Friday -- at the end of the day, I went down -- I was going down to the subway. It was rush hour and thousands of people were streaming down the stairs."
"Los datos se almacenan en un Google Doc, y it's literally generating itself a partir de esos datos.","The data is all stored in a Google Doc, and it's literally generating itself from that data."
"Por ejemplo, a un chico de 14 años le daban un whole, you know, roll of bills para que lo guardara.","So for instance, they would give a 14-year-old kid -- they'd give him a whole, you know, roll of bills to hold."
"Y el tipo de social network I'm talking about no es la recent online variety, sino más bien del tipo de social networks en las que los humanos hemos estado assembling durante hundreds and thousands of years desde que emerged from the African savannah.","And the kind of social network I'm talking about is not the recent online variety, but rather, the kind of social networks that human beings have been assembling for hundreds of thousands of years, ever since we emerged from the African savannah."
Sólo a nosotros mismos. Over the last 50 años el diseño y la construction industry has gotten much more complex y mucho más generadores de litigios.,We can only blame ourselves. Over the last 50 years the design and construction industry has gotten much more complex and has gotten much more litigious.
"Y otra cosa que realmente me impresionó hace mucho, fue ""Powers of Ten,"" Charles and Ray Eames' film.","And another thing that really impressed me a long time ago was ""Powers of Ten,"" Charles and Ray Eames' film."
